dbn,school_name,Borough,grade_span,Latitude,Longitude,Total.Tested_Common.Core.Algebra,Mean.Score_Common.Core.Algebra,Percent.Students.Took.The.Test.For.CCAlgebra,Total.Tested_Common.Core.Algebra2,Mean.Score_Common.Core.Algebra2,Percent.Students.Took.The.Test.For.CCAlgebra2,Total.Tested_Common.Core.Geometry,Mean.Score_Common.Core.Geometry,Percent.Students.Took.The.Test.For.CCGeometry,Total.Tested_Living.Environment,Mean.Score_Living.Environment,Percent.Students.Took.The.Test.For.LE,Total.Tested_Physical.Settings.Earth.Science,Mean.Score_Physical.Settings.Earth.Science,Percent.Students.Took.The.Test.For.ES,Total.Tested_Physical.Settings.Chemistry,Mean.Score_Physical.Settings.Chemistry,Percent.Students.Took.The.Test.For.Chemistry,Total.Tested_Physical.Settings.Physics,Mean.Score_Physical.Settings.Physics,Percent.Students.Took.The.Test.For.Physics,Mbps.Bandwidth,Full.Time.Certified.STEM.Teachers,Part.Time.Certified.STEM.Teachers,Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students,Number.of.CS.Courses,Number.of.AP.CS.Courses,number.of.Full.CS.Courses,number.of.Partial.CS.Courses,Total.Teacher.Response.Rate,Percent.of.STEMTeachers.That.Agree.With.17a,Percent.of.STEMTeachers.That.Agree.With.17b,Percent.of.STEMTeachers.That.Agree.With.17c,K.12.Enrollment_2017.18,K.12.FRPL.Count_2017.18,Classroom.Teachers.w..0.3.Years.Experience_2017.18,Classroom.Teachers.w..More.than.3.Years.Experience_2017.18,Classroom.Teachers_2017.18,Total.School.Funding.per.Pupil_2017.18,School_Type,Percent.Poverty,STEM_AP_Courses_Offered,club_number
01M292,Orchard Collegiate Academy,MANHATTAN,7 to 12,40.713684,-73.986336,41,64.5,0.239766082,3,NA,0.01754386,18,62.2,0.105263158,84,68.2,0.49122807,53,57.2,0.30994152,NA,NA,NA,NA,NA,NA,100,4,0,0.023391813,NA,NA,NA,NA,1,NA,NA,NA,171,156,6,13,1562510,28806.74,High School,0.918,1,1
01M448,University Neighborhood High School,MANHATTAN,9 to 12,40.712399,-73.984497,149,68.8,0.320430108,67,67.3,0.144086022,120,63.6,0.258064516,132,69.8,0.283870968,114,65.6,0.24516129,52,66.2,0.111827957,NA,NA,NA,100,9,0,0.019354839,5,1,3,2,1,1,1,1,465,406,18,12,2530886,21152.28,High School,0.892,0,0
01M450,East Side Community School,MANHATTAN,6 to 12,40.729589,-73.982555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,13,0,0.019033675,2,1,1,1,0.92,0.95,0.89,0.95,683,442,9,38,4299160,21194.44,High School,0.654,1,0
01M509,Marta Valle High School,MANHATTAN,9 to 12,40.720581,-73.985645,44,56.4,0.297297297,7,62,0.047297297,19,54.5,0.128378378,48,62,0.324324324,NA,NA,NA,2,NA,0.013513514,NA,NA,NA,100,3,0,0.02027027,NA,NA,NA,NA,0.33,NA,NA,NA,148,138,7,6,978691,33702.45,High School,0.932,1,0
01M539,"New Explorations into Science, Technology and Math High School (NEST+m)",MANHATTAN,K to 12,40.718895,-73.979308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,19,0,0.010957324,3,1,2,1,0.95,0.88,0.8,0.72,1734,395,36,62,7871234,16571.2,High School,0.239,5,1
01M696,Bard High School Early College,MANHATTAN,9 to 12,40.719029,-73.975891,52,73.4,0.088435374,NA,NA,NA,NA,NA,NA,2,NA,0.003401361,NA,NA,NA,131,76,0.222789116,NA,NA,NA,100,11,0,0.018707483,NA,NA,NA,NA,0.78,1,1,1,588,256,5,30,3310321,19169.61,High School,0.44,0,0
02M047, The American Sign Language and English Secondary School,MANHATTAN,9 to 12,40.738548,-73.982455,49,59,0.296969697,30,56.4,0.181818182,31,61,0.187878788,45,64,0.272727273,58,64.9,0.351515152,NA,NA,NA,NA,NA,NA,100,4,0,0.024242424,NA,NA,NA,NA,0.81,0.67,0.33,0.67,165,145,10,7,1688716,29476.31,High School,0.885,1,2
02M135,The Urban Assembly School for Emergency Management,MANHATTAN,9 to 12,40.711442,-74.000851,84,61.3,0.298932384,32,58.6,0.113879004,76,56.3,0.270462633,83,67.2,0.295373665,85,62,0.302491103,NA,NA,NA,NA,NA,NA,100,6,0,0.021352313,NA,NA,NA,NA,1,0.89,0.89,1,281,229,5,19,1846158,24031.41,High School,0.819,1,0
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,MANHATTAN,9 to 12,40.76337,-73.990593,169,63.1,0.42893401,40,50,0.101522843,102,50.6,0.258883249,166,65.1,0.421319797,99,61.4,0.251269036,NA,NA,NA,NA,NA,NA,200,8,0,0.020304569,NA,NA,NA,NA,1,1,1,1,394,330,16,25,2989735,25340.19,High School,0.845,0,0
02M260,"Clinton School Writers & Artists, M.S. 260",MANHATTAN,6 to 12,40.736518,-73.992725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11,0,0.018211921,NA,NA,NA,NA,0.58,0.88,0.75,0.88,NA,NA,NA,NA,NA,NA,High School,0.142,0,0
02M280,Manhattan Early College School for Advertising,MANHATTAN,9 to 13,40.711442,-74.000851,131,64.6,0.356948229,34,67.9,0.092643052,61,61.3,0.166212534,93,75.2,0.253405995,NA,NA,NA,83,66.8,0.226158038,NA,NA,NA,100,6,0,0.016348774,1,0,0,1,0.88,0.78,0.89,0.78,367,294,8,22,2704770,21770.58,High School,0.812,0,0
02M282,Urban Assembly Maker Academy,MANHATTAN,9 to 12,40.711442,-74.000851,159,60.1,0.411917098,57,57.6,0.147668394,65,60.6,0.168393782,97,70.8,0.251295337,70,62.8,0.18134715,29,53.9,0.075129534,NA,NA,NA,100,11,0,0.028497409,7,0,0,7,1,1,0.77,1,386,287,15,12,2293038,21041.53,High School,0.754,1,0
02M288,Food and Finance High School,MANHATTAN,9 to 12,40.765184,-73.992953,98,61.3,0.259259259,36,56.9,0.095238095,5,NA,0.013227513,130,63.2,0.343915344,NA,NA,NA,62,50.7,0.164021164,NA,NA,NA,200,7,0,0.018518519,NA,NA,NA,NA,0.47,NA,NA,NA,378,333,5,23,2773162,23257.85,High School,0.886,0,0
02M294,Essex Street Academy,MANHATTAN,9 to 12,40.716778,-73.989337,1,NA,0.002941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8,0,0.023529412,1,1,1,0,0.96,1,1,1,340,234,2,24,2307602,22838.34,High School,0.703,1,0
02M296,High School of Hospitality Management,MANHATTAN,9 to 12,40.765184,-73.992953,123,64.3,0.314578005,14,62.5,0.035805627,20,53.9,0.051150895,84,66.6,0.21483376,92,57.6,0.235294118,27,51.2,0.069053708,NA,NA,NA,200,8,0,0.020460358,1,0,1,0,0.57,1,0.86,1,391,359,7,20,2359637,22224.25,High School,0.923,0,1
02M298,Pace High School,MANHATTAN,9 to 12,40.716553,-73.993092,167,65.7,0.310986965,76,60.8,0.141527002,127,55.6,0.236499069,160,69,0.297951583,52,61.6,0.096834264,87,60,0.162011173,8,66.3,0.014897579,200,12,0,0.022346369,NA,NA,NA,NA,0.95,0.9,0.67,0.9,537,425,7,32,3287794,20239.82,High School,0.81,3,1
02M300,"Urban Assembly School of Design and Construction, The",MANHATTAN,9 to 12,40.765184,-73.992953,80,58.2,0.224719101,56,54.3,0.157303371,77,53.4,0.216292135,77,59.7,0.216292135,44,59.7,0.123595506,NA,NA,NA,40,56.7,0.112359551,200,6,0,0.016853933,NA,NA,NA,NA,1,1,0.88,1,356,306,10,14,1586564,22840.17,High School,0.865,1,NA
02M303,"Facing History School, The",MANHATTAN,9 to 12,40.765184,-73.992953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,10,0,0.02617801,1,0,0,1,1,1,0.92,0.92,382,310,10,22,2295056,24462.28,High School,0.827,1,0
02M305,"Urban Assembly Academy of Government and Law, The",MANHATTAN,9 to 12,40.716778,-73.989337,102,64.9,0.332247557,16,61.7,0.052117264,58,59.2,0.188925081,103,66.9,0.335504886,75,69.3,0.244299674,6,63.3,0.019543974,NA,NA,NA,100,6,0,0.019543974,NA,NA,NA,NA,0.84,0.88,0.88,1,307,260,12,13,1776310,21666.16,High School,0.87,0,0
02M308,Lower Manhattan Arts Academy,MANHATTAN,9 to 12,40.716778,-73.989337,127,63.7,0.386018237,15,56.3,0.045592705,24,58.5,0.072948328,85,68.6,0.258358663,27,68,0.082066869,14,62.6,0.042553191,NA,NA,NA,100,8,0,0.024316109,NA,NA,NA,NA,0.93,0.92,1,0.92,329,242,7.7,19,2019782,25874.57,High School,0.757,0,0
02M316,"Urban Assembly School of Business for Young Women, The",MANHATTAN,9 to 12,40.70568,-74.013302,93,53.2,0.400862069,10,49.3,0.043103448,35,40.7,0.150862069,51,58.3,0.219827586,37,49.6,0.159482759,12,40.7,0.051724138,NA,NA,NA,100,4,0,0.017241379,NA,NA,NA,NA,0.89,NA,NA,NA,232,191,8,7,1045295,22264.43,High School,0.841,1,0
02M374,Gramercy Arts High School,MANHATTAN,9 to 12,40.735494,-73.987659,125,63.6,0.254582485,43,67.4,0.087576375,110,60,0.224032587,123,66.8,0.250509165,NA,NA,NA,61,55.1,0.124236253,7,54.9,0.014256619,200,7,0,0.014256619,NA,NA,NA,NA,0.92,1,1,1,491,402,12,22,2730621,20063.57,High School,0.829,2,0
02M376,NYC iSchool,MANHATTAN,9 to 12,40.7244,-74.004625,73,81.4,0.159737418,NA,NA,NA,6,81,0.013129103,84,81.9,0.18380744,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,11,0,0.024070022,NA,NA,NA,NA,0.97,0.91,0.82,0.82,457,180,4,26,2802327,19425.75,High School,0.405,2,2
02M392,Manhattan Business Academy,MANHATTAN,9 to 12,40.742867,-74.002136,162,62.6,0.382978723,27,61.1,0.063829787,36,63.7,0.085106383,126,68.2,0.29787234,111,59.3,0.262411348,27,54.7,0.063829787,NA,NA,NA,200,8,0,0.01891253,NA,NA,NA,NA,1,0.9,0.8,0.9,423,381,15,18,2629151,22314.21,High School,0.91,2,0
02M393,Business of Sports School (BOSS),MANHATTAN,9 to 12,40.76337,-73.990593,190,59.7,0.44600939,21,57.1,0.049295775,163,50.7,0.382629108,143,65.5,0.335680751,89,61.7,0.208920188,48,50.5,0.112676056,NA,NA,NA,200,9,0,0.021126761,NA,NA,NA,NA,0.84,1,1,1,426,312,10,28,2980413,23994.66,High School,0.744,1,0
02M399,The High School For Language And Diplomacy,MANHATTAN,9 to 12,40.735494,-73.987659,104,60.1,0.318042813,59,59.5,0.180428135,101,54.3,0.308868502,79,64.3,0.241590214,42,52.6,0.128440367,17,65.4,0.051987768,NA,NA,NA,200,6,0,0.018348624,NA,NA,NA,NA,0.46,NA,NA,NA,327,253,11,14,1570400,22416.12,High School,0.792,2,0
02M400,High School for Environmental Studies,MANHATTAN,9 to 12,40.767791,-73.987531,382,62.8,0.319932998,117,73.6,0.09798995,231,64,0.193467337,320,67.7,0.2680067,121,64.6,0.101340034,122,59.3,0.102177554,43,58,0.0360134,200,20,0,0.016750419,5,1,4,1,0.85,1,0.83,0.92,1194,967,15,57,6063657,19374.34,High School,0.821,5,0
02M407,Institute for Collaborative Education (ICE),MANHATTAN,6 to 12,40.732447,-73.983031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,9,0,0.018292683,NA,NA,NA,NA,0.56,NA,NA,NA,492,123,8,17,2132138,16538.45,High School,0.262,0,NA
02M408,Professional Performing Arts High School (PPAS),MANHATTAN,6 to 12,40.761448,-73.988019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8,0,0.014159292,NA,NA,NA,NA,0.79,0.86,0.86,1,565,206,5.6,23,2729579,19064.49,High School,0.379,1,1
02M411,Baruch College Campus High School,MANHATTAN,9 to 12,40.74193,-73.986521,15,80.3,0.032608696,111,78.6,0.241304348,184,74.3,0.4,122,85.2,0.265217391,82,87.3,0.17826087,28,75,0.060869565,1,NA,0.002173913,100,9,0,0.019565217,1,0,1,0,1,0.91,0.82,0.91,460,192,5,23,2211513,18680.95,High School,0.426,2,1
02M412,N.Y.C. Lab School for Collaborative Studies,MANHATTAN,9 to 12,40.742129,-74.002198,64,85.2,0.128514056,143,76.4,0.287148594,146,78,0.293172691,112,87.2,0.224899598,NA,NA,NA,125,72,0.251004016,98,68.5,0.196787149,100,11,0,0.022088353,2,2,2,0,0.93,1,0.92,1,498,143,7,36,3650049,25920.15,High School,0.305,2,0
02M413,School of the Future High School,MANHATTAN,6 to 12,40.738952,-73.985479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,12,0,0.016,5,1,2,3,0.81,1,0.93,1,750,292,11.4,40,4360239,20265.13,High School,0.399,0,1
02M414,N.Y.C. Museum School,MANHATTAN,9 to 12,40.742129,-74.002198,85,73.7,0.188888889,94,76,0.208888889,147,73.6,0.326666667,97,79.8,0.215555556,87,81.6,0.193333333,78,73.7,0.173333333,15,57.5,0.033333333,100,7,0,0.015555556,NA,NA,NA,NA,0.96,0.6,0.8,0.7,450,299,5,20,2544293,19682.07,High School,0.671,4,2
02M416,Eleanor Roosevelt High School,MANHATTAN,9 to 12,40.770187,-73.953608,128,83.3,0.236598891,165,80.9,0.304990758,136,86.7,0.251386322,132,90.8,0.243992606,NA,NA,NA,139,79.1,0.256931608,116,84.8,0.214417745,100,10,0,0.018484288,1,1,1,0,0.94,1,0.89,0.89,541,115,4.5,26,3001795,19278.39,High School,0.222,4,1
02M418,Millennium High School,MANHATTAN,9 to 12,40.704487,-74.011556,106,82.6,0.159159159,156,84.6,0.234234234,165,82.1,0.247747748,171,88.1,0.256756757,NA,NA,NA,155,77.6,0.232732733,3,NA,0.004504505,100,12,2,0.018018018,NA,NA,NA,NA,1,0.93,1,0.93,666,310,3.5,35,3464370,17340.68,High School,0.474,2,0
02M419,Landmark High School,MANHATTAN,9 to 12,40.742867,-74.002136,1,NA,0.002873563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,8,0,0.022988506,NA,NA,NA,NA,1,0.91,0.82,0.91,348,307,6,21,1989025,22580.25,High School,0.888,0,0
02M420,High School for Health Professions and Human Services,MANHATTAN,9 to 12,40.732447,-73.983031,469,69.9,0.257833975,358,73.5,0.196811435,514,68.9,0.282572842,376,73.4,0.206706982,142,66.5,0.078064871,402,68.4,0.22100055,231,71.3,0.126992853,200,28,0,0.015393073,1,1,1,0,0.94,0.85,0.85,0.78,1819,1281,19,75,8505825,18157.51,High School,0.757,4,1
02M422,Quest to Learn,MANHATTAN,6 to 12,40.742867,-74.002136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,11,0,0.018771331,1,1,1,0,0.98,1,1,1,586,401,14.9,39,3824842,23153.56,High School,0.684,1,0
02M425,Leadership and Public Service High School,MANHATTAN,9 to 12,40.70873,-74.012332,167,62.5,0.319311663,20,69.1,0.038240918,80,56.3,0.152963671,119,73.2,0.227533461,67,60.4,0.128107075,15,68.7,0.028680688,NA,NA,NA,100,9,0,0.017208413,1,1,1,0,0.84,0.75,0.5,0.63,523,425,6,30,2506291,21289.5,High School,0.836,1,NA
02M427,Manhattan Academy for Arts & Language,MANHATTAN,9 to 12,40.746176,-73.981241,134,58.4,0.498141264,13,66.3,0.048327138,31,47,0.115241636,96,66.8,0.356877323,44,60.8,0.163568773,NA,NA,NA,NA,NA,NA,100,6,0,0.022304833,NA,NA,NA,NA,0.96,0.75,0.75,0.75,269,245,5,18,1634761,25564.16,High School,0.95,1,NA
02M432,Murray Hill Academy,MANHATTAN,9 to 12,40.746176,-73.981241,77,66.1,0.242902208,16,63.3,0.050473186,30,59.2,0.094637224,75,67.3,0.23659306,95,66.8,0.299684543,NA,NA,NA,NA,NA,NA,100,10,0,0.031545741,NA,NA,NA,NA,1,1,1,1,317,263,10,16,1910292,25215.88,High School,0.836,0,0
02M437,Hudson High School of Learning Technologies,MANHATTAN,9 to 12,40.742867,-74.002136,169,57.1,0.355042017,35,50.7,0.073529412,94,54.7,0.197478992,142,64.2,0.298319328,95,62.2,0.199579832,23,62.5,0.048319328,NA,NA,NA,200,11,0,0.023109244,5,1,2,3,0.82,1,0.85,0.92,476,399,4,32,2591363,23659.72,High School,0.851,2,2
02M438,International High School at Union Square,MANHATTAN,9 to 12,40.735494,-73.987659,198,61,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,8,1,0.022222222,1,0,1,0,0.81,1,1,1,360,286,5.5,21,2316491,22766.77,High School,0.85,0,1
02M439,Manhattan Village Academy,MANHATTAN,9 to 12,40.741497,-73.991512,93,78.5,0.203947368,119,80.3,0.260964912,122,76.6,0.26754386,89,80.3,0.195175439,116,85.4,0.254385965,140,67.6,0.307017544,24,85.3,0.052631579,100,9,0,0.019736842,1,1,1,0,0.76,1,0.9,0.9,456,352,9.7,18,2231016,18878.16,High School,0.776,4,0
02M449,Vanguard High School,MANHATTAN,9 to 12,40.765359,-73.960059,2,NA,0.004484305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,13,0,0.029147982,5,1,1,4,1,1,1,1,446,360,4.9,27,3152271,22413.63,High School,0.814,1,0
02M459,Manhattan International High School,MANHATTAN,9 to 12,40.765359,-73.960059,1,NA,0.002967359,NA,NA,NA,NA,NA,NA,1,NA,0.002967359,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,8,0,0.023738872,1,0,1,0,0.92,NA,NA,NA,337,278,4,18,1767722,21983.65,High School,0.855,0,NA
02M475,Stuyvesant High School,MANHATTAN,9 to 12,40.71759,-74.013748,104,91.4,0.03117506,915,90.5,0.274280576,796,93.1,0.238609113,394,93.6,0.118105516,NA,NA,NA,846,89.4,0.253597122,768,90.5,0.230215827,200,69,0,0.020683453,6,1,3,3,0.8,0.98,0.98,1,3336,1477,16,145,15292301,17052.47,High School,0.464,7,2
02M489,High School of Economics and Finance,MANHATTAN,9 to 12,40.709196,-74.012022,272,68.2,0.368563686,125,61,0.169376694,124,60.3,0.16802168,254,69.5,0.344173442,134,69.6,0.181571816,70,50.8,0.094850949,23,48.4,0.031165312,100,11,0,0.014905149,NA,NA,NA,NA,0.98,0.92,0.85,0.92,738,592,10,34,3698979,20426.21,High School,0.813,1,0
02M500,Unity Center for Urban Technologies,MANHATTAN,9 to 12,40.746176,-73.981241,118,68.8,0.462745098,7,58.6,0.02745098,47,52.6,0.184313725,90,70.2,0.352941176,33,57.6,0.129411765,14,52.3,0.054901961,NA,NA,NA,100,3,0,0.011764706,NA,NA,NA,NA,1,NA,NA,NA,255,227,11,4,1071645,23448.59,High School,0.89,1,1
02M507,Urban Assembly Gateway School for Technology,MANHATTAN,9 to 12,40.76337,-73.990593,141,68.5,0.316853933,82,62.9,0.184269663,179,61.8,0.402247191,119,78,0.26741573,107,76.5,0.240449438,70,61.1,0.157303371,11,61,0.024719101,200,9,0,0.020224719,13,0,6,7,1,0.88,0.88,1,445,253,11,23,2838966,22232.21,High School,0.596,1,1
02M519,Talent Unlimited High School,MANHATTAN,9 to 12,40.765359,-73.960059,103,67.7,0.215481172,77,65,0.161087866,139,66.5,0.290794979,108,74.6,0.225941423,120,63.8,0.251046025,22,61.7,0.046025105,25,52.1,0.052301255,200,6,0,0.012552301,3,0,0,3,0.84,1,0.86,0.86,478,264,7,24,2974143,21036.57,High School,0.556,1,0
02M520,Murry Bergtraum High School for Business Careers,MANHATTAN,9 to 12,40.711442,-74.000851,84,55.3,0.3099631,6,55.8,0.022140221,56,46.4,0.206642066,79,57.7,0.291512915,63,45.4,0.232472325,21,50.8,0.077490775,NA,NA,NA,100,7,0,0.025830258,1,1,1,0,1,0.55,0.64,0.64,271,209,7,19,1688405,38940.94,High School,0.775,2,1
02M529,Jacqueline Kennedy Onassis High School,MANHATTAN,9 to 12,40.757729,-73.983078,210,62.7,0.37037037,53,58.3,0.093474427,142,52.3,0.250440917,142,65.8,0.250440917,107,65.5,0.188712522,91,57.4,0.160493827,NA,NA,NA,100,9,0,0.015873016,NA,NA,NA,NA,0.82,0.44,0.44,0.44,567,451,17,23,2995317,21872.11,High School,0.811,1,0
02M531,Repertory Company High School for Theatre Arts,MANHATTAN,9 to 12,40.755843,-73.984382,68,65.9,0.280991736,23,67.2,0.095041322,82,57.2,0.338842975,67,71.9,0.276859504,88,73.1,0.363636364,16,64.6,0.066115702,NA,NA,NA,100,6,0,0.024793388,1,0,0,1,0.67,NA,NA,NA,242,168,4,12,1279105,21719.6,High School,0.694,2,0
02M533,Union Square Academy for Health Sciences,MANHATTAN,9 to 12,40.735494,-73.987659,164,62.1,0.412060302,51,59.4,0.128140704,103,60.6,0.25879397,119,65.5,0.298994975,96,69.5,0.24120603,26,57.1,0.065326633,NA,NA,NA,200,7,0,0.01758794,NA,NA,NA,NA,0.85,0.9,0.9,0.9,398,333,12,18,2265560,22090.47,High School,0.859,1,1
02M534,Harvest Collegiate High School,MANHATTAN,9 to 12,40.736518,-73.994858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,1,0.020533881,1,0,0,1,0.97,0.91,0.91,0.82,487,315,10.5,28,3181626,22655.9,High School,0.655,0,NA
02M542,Manhattan Bridges High School,MANHATTAN,9 to 12,40.765184,-73.992953,191,70.2,0.369439072,98,67.4,0.189555126,173,68.8,0.334622824,136,73.2,0.263056093,165,69.9,0.319148936,31,71.9,0.059961315,22,55.3,0.042553191,200,13,0,0.025145068,3,1,1,2,0.94,0.83,0.92,0.83,517,427,8.7,22,2695418,20234.16,High School,0.832,2,2
02M543,New Design High School,MANHATTAN,9 to 12,40.716778,-73.989337,196,59.5,0.459016393,NA,NA,NA,10,54.5,0.023419204,164,63.1,0.384074941,50,72,0.117096019,NA,NA,NA,NA,NA,NA,100,10,0,0.023419204,1,0,0,1,0.98,0.86,0.79,0.85,427,342,8,31,3210146,22602.18,High School,0.815,0,0
02M544,Independence High School,MANHATTAN,"School is structured on credit needs, not grade level",40.768343,-73.989108,71,54.1,0.21257485,NA,NA,NA,2,NA,0.005988024,75,53.4,0.224550898,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,4,0,0.011976048,NA,NA,NA,NA,1,NA,NA,NA,334,307,8,11,1789706,23568.01,High School,0.925,0,0
02M545,High School for Dual Language and Asian Studies,MANHATTAN,9 to 12,40.716778,-73.989337,95,88.8,0.23989899,127,81.8,0.320707071,112,83,0.282828283,103,83.1,0.26010101,92,84.4,0.232323232,114,76.9,0.287878788,NA,NA,NA,100,7,1,0.017676768,NA,NA,NA,NA,0.5,NA,NA,NA,396,344,2.9,19,2169224,19714.35,High School,0.884,5,0
02M546,Academy for Software Engineering (AFSE),MANHATTAN,9 to 12,40.735494,-73.987659,118,67.1,0.256521739,32,68.9,0.069565217,108,63.3,0.234782609,101,73.4,0.219565217,100,72.1,0.217391304,48,64.4,0.104347826,NA,NA,NA,200,13,0,0.02826087,9,2,2,7,1,1,0.82,0.91,460,317,10,24,2512125,22159.02,High School,0.698,3,2
02M551,Urban Assembly New York Harbor School,MANHATTAN,9 to 12,40.701695,-74.011631,163,64.7,0.305243446,64,62,0.119850187,100,65.8,0.187265918,144,75.8,0.269662921,31,76.1,0.058052434,42,62.5,0.078651685,NA,NA,NA,100,12,0,0.02247191,NA,NA,NA,NA,0.79,0.86,0.92,1,534,286,7,30,3403923,21541.78,High School,0.543,0,0
02M580,Richard R. Green High School of Teaching,MANHATTAN,9 to 12,40.705024,-74.012977,173,63.4,0.346693387,29,73.3,0.058116232,90,53.8,0.180360721,128,65.7,0.256513026,150,66.4,0.300601202,23,65.4,0.046092184,1,NA,0.002004008,100,9,0,0.018036072,2,0,2,0,0.78,1,0.92,1,499,418,4,29,2800468,21421.91,High School,0.848,0,0
02M600,The High School of Fashion Industries,MANHATTAN,9 to 12,40.745156,-73.996074,414,66.1,0.260377358,358,62.6,0.225157233,387,61.5,0.243396226,409,74,0.257232704,319,70.9,0.200628931,154,59.2,0.096855346,12,58.6,0.00754717,100,25,0,0.01572327,1,1,1,0,0.96,0.92,0.92,0.92,1590,1319,25,77,8496157,20219.61,High School,0.837,3,1
02M605,Humanities Preparatory Academy,MANHATTAN,9 to 12,40.742867,-74.002136,1,NA,0.004255319,NA,NA,NA,NA,NA,NA,1,NA,0.004255319,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,6,0,0.025531915,2,1,2,0,0.93,NA,NA,NA,235,191,4.3,12,1571618,23371.71,High School,0.83,1,1
02M615,Chelsea Career and Technical Education High School,MANHATTAN,9 to 12,40.7244,-74.004625,113,70.6,0.262790698,57,65.2,0.13255814,128,61.3,0.297674419,109,77,0.253488372,38,81.8,0.088372093,33,66.6,0.076744186,10,59.3,0.023255814,200,10,0,0.023255814,1,1,1,0,0.97,0.67,0.67,1,430,378,3,30,3243628,25177.82,High School,0.888,2,0
02M630,Art and Design High School,MANHATTAN,9 to 12,40.75924,-73.967203,321,71.2,0.221838286,273,66,0.188666206,380,68.7,0.262612301,321,75.9,0.221838286,301,65.8,0.208016586,219,65.6,0.151347616,31,64.2,0.021423635,200,18,0,0.01243953,NA,NA,NA,NA,0.99,0.86,0.91,0.86,1447,907,23,67,7943239,21274.1,High School,0.641,3,0
02M655,Life Sciences Secondary School,MANHATTAN,6 to 12,40.783625,-73.945637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11,0,0.019163763,NA,NA,NA,NA,0.74,1,1,0.82,574,468,15,26,2544623,21724.28,High School,0.828,2,1
03M291,West End Secondary School,MANHATTAN,6 to 12,40.772007,-73.987479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6,0,0.017699115,NA,NA,NA,NA,1,1,0.88,1,339,64,13,10,2042009,18913.69,High School,0.192,0,NA
03M299,The Maxine Greene High School for Imaginative Inquiry,MANHATTAN,9 to 12,40.774351,-73.984753,151,57,0.399470899,50,53.1,0.132275132,119,51.6,0.314814815,103,61.1,0.272486772,142,60.5,0.375661376,1,NA,0.002645503,NA,NA,NA,200,9,0,0.023809524,1,1,1,0,0.82,0.82,0.91,0.82,378,310,13,17,2126986,22675.06,High School,0.836,1,0
03M307,"Urban Assembly School for Media Studies, The",MANHATTAN,9 to 12,40.774351,-73.984753,132,62.9,0.332493703,46,59.5,0.115869018,125,59.4,0.314861461,108,65,0.272040302,115,70.5,0.289672544,18,64.7,0.04534005,NA,NA,NA,200,8,0,0.020151134,NA,NA,NA,NA,0.97,1,1,1,397,339,8.6,20,2341706,22965.47,High School,0.861,0,0
03M402,The Urban Assembly School for Green Careers,MANHATTAN,9 to 12,40.785803,-73.974614,154,57.5,0.495176849,4,NA,0.012861736,18,54.8,0.057877814,96,59.4,0.308681672,86,46.5,0.276527331,NA,NA,NA,NA,NA,NA,100,6,0,0.019292605,NA,NA,NA,NA,1,1,1,1,311,263,11,14,2086213,26108.6,High School,0.862,0,0
