"","dbn","School.Name","Borough","gradespan","Latitude","Longitude","Number.Tested","Mean.Scale.Math.Score","%Level1","%Level2","%Level3","%Level4","%Level3&4","Mbps.Bandwidth","Full.Time.Certified.STEM.Teachers","Part.Time.Certified.STEM.Teachers","Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students","Total.Teacher.Response.Rate","Percent.of.STEMTeachers.That.Agree.With.17a","Percent.of.STEMTeachers.That.Agree.With.17b","Percent.of.STEMTeachers.That.Agree.With.17c","Percent.Poverty","K.12.Enrollment","K.12.FRPL.Count","Classroom.Teachers.w..0.3.Years.Experience","Classroom.Teachers.w..More.than.3.Years.Experience","Classroom.Teachers","Total.School.Funding.per.Pupil","Salary.Per.Classroom.Teacher"
"605","18K114","P.S. 114 Ryder Elementary","BROOKLYN","PK-5",40.642684,-73.90788,211,594,33.6,34.6,22.7,9,31.8,10,1,0,0.00191570881226054,"88%",NA,NA,NA,0.789,470,369,15,25,3463672,24734.85,86591.8
"606","18K115","P.S. 115 Daniel Mucatel School","BROOKLYN","PK-5",40.634861,-73.897896,438,595,33.8,27.4,23.5,15.3,38.8,10,0,0,0,"89%",1,1,1,0.64,873,548,4.6,62,5793447,22250.1,86988.6936936937
"607","18K135","P.S. 135 Sheldon A. Brookner","BROOKLYN","PK-5",40.653093,-73.932949,309,591,42.7,31.1,17.2,9.1,26.2,100,0,0,0,"84%",1,NA,NA,0.882,545,478,4.2,34,3432002,23048.5,89842.9842931937
"608","18K208","P.S. 208 Elsa Ebeling","BROOKLYN","PK-5",40.6427,-73.930898,171,591,43.9,29.2,17.5,9.4,26.9,10,0,0,0,"59%",NA,NA,NA,0.845,356,297,7.5,27.7,2758370,27908.09,78362.7840909091
"609","18K211","John Wilson (I.S. 211)","BROOKLYN "," 6-8",40.643278,-73.896212,469,591,52,29.4,12.8,5.8,18.6,10,5,0,0.00957854406130268,"54%",NA,NA,NA,0.841,522,438,2.2,37,3337489,26070.43,85140.0255102041
"610","18K219","P.S. 219 Kennedy-King","BROOKLYN","PK-5",40.658834,-73.922296,220,589,54.1,20.5,17.3,8.2,25.5,10,0,0,0,"46%",0.8,0.8,0.8,0.801,469,366,0,39,3479967,25894.93,89229.9230769231
"611","18K233","P.S. 233 Langston Hughes","BROOKLYN","PK-5",40.651642,-73.914282,187,592,40.6,31.6,20.9,7,27.8,10,0,0,0,"100%",1,1,1,0.864,411,353,3.2,34,3299269,25710.63,88690.0268817204
"612","18K235","The Lenox Academy (P.S. 235)","BROOKLYN "," PK-8",40.645685,-73.8989,743,608,14.8,20.1,30.1,35,65.1,10,5,0,0.00398724082934609,"82%",0.82,0.82,0.91,0.723,1222,879,8.7,65,7138748,19118.37,96862.2523744912
"613","18K244","P.S. 244 Richard R. Green","BROOKLYN","PK-5",40.647851,-73.925592,249,598,28.1,27.3,23.7,20.9,44.6,50,0,0,0,"68%",NA,NA,NA,0.82,459,373,10,45,4835706,36754.91,87921.9272727273
"614","18K268","P.S. 268 Emma Lazarus","BROOKLYN","PK-5",40.657421,-73.92756,159,592,41.5,28.3,19.5,10.7,30.2,40,0,0,0,"88%",NA,NA,NA,0.872,348,305,10,23,2587590,23775.58,78411.8181818182
"615","18K272","P.S. 272 Curtis Estabrook","BROOKLYN","PK-5",40.635542,-73.886373,200,587,53,30,13.5,3.5,17,10,0,0,0,"80%",0.8,1,1,0.926,430,401,3,42,3965345,30991.59,88118.7777777778
"616","18K276","P.S. 276 Louis Marshall","BROOKLYN","PK-5",40.634005,-73.908436,257,591,45.9,27.2,17.9,8.9,26.8,20,0,0,0,"69%",NA,NA,NA,0.791,558,438,4,46,4603713,24644.82,92074.26
"617","18K279","P.S. 279 Herman Schreiber","BROOKLYN","PK-5",40.644134,-73.892797,171,594,36.8,28.1,18.7,16.4,35.1,20,0,0,0,"56%",NA,NA,NA,0.802,354,284,10,24,2799553,23967.86,82339.7941176471
"618","18K285","Meyer Levin (I.S. 285)","BROOKLYN "," 6-8",40.646877,-73.920977,592,593,46.6,33.1,17.2,3,20.3,10,11,0,0.0165165165165165,"75%",1,1,1,0.791,666,520,5.6,46,5267006,22616.04,102073.759689922
"619","18K366","The Science And Medicine Middle School 366","BROOKLYN "," 6-8",40.647323,-73.892022,372,592,50.3,31.5,12.4,5.9,18.3,20,11,0,0.0275689223057644,"97%",0.92,0.92,0.92,0.827,399,325,1,33,2827793,23760.33,83170.3823529412
"620","18K581","The East Flatbush Community Research School","BROOKLYN "," 6-8",40.65843,-73.929076,119,589,52.9,33.6,9.2,4.2,13.4,50,2,0,0.0152671755725191,"90%",NA,NA,NA,0.931,131,120,3,7,1296370,28829.84,129637
"621","18K588","Middle School for Art and Philosophy","BROOKLYN "," 6-8",40.658295,-73.920109,173,590,50.3,35.8,11,2.9,13.9,10,4,0,0.0225988700564972,"100%",1,1,1,0.938,177,162,5,14,1627435,28017.1,85654.4736842105
"622","18K598","Middle School of Marketing and Legal Studies","BROOKLYN "," 6-8",40.65843,-73.929076,NA,NA,NA,NA,NA,NA,NA,50,3,0,0.0229007633587786,"83%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","18K763","Brooklyn Science and Engineering Academy","BROOKLYN "," 6-8",40.648423,-73.925948,249,597,34.5,41,20.1,4.4,24.5,50,5,0,0.0194552529182879,"100%",1,1,1,0.782,257,197,7,14,1840399,25471.45,87638.0476190476
"624","19K007","P.S. 007 Abraham Lincoln","BROOKLYN","PK-5",40.689213,-73.872983,384,594,37,29.7,19.8,13.5,33.3,10,0,0,0,"88%",0.89,0.89,0.89,0.924,843,775,6,61,5784977,22331.27,86342.9402985075
"625","19K013","P.S. 013 Roberto Clemente","BROOKLYN","PK-5",40.664067,-73.893328,186,590,48.9,17.7,20.4,12.9,33.3,20,1,0,0.00204498977505112,"98%",1,1,1,0.949,454,429,14,29,3607938,28645.36,83905.5348837209
"626","19K065","P.S. 065","BROOKLYN","K-5",40.686534,-73.878353,319,607,16.6,22.9,24.5,36.1,60.5,10,0,0,0,"100%",NA,NA,NA,0.828,617,507,11.5,26,2973384,19411.78,79290.24
"627","19K089","Cypress Hills Community School (P.S./I.S. 89)","BROOKLYN "," PK-8",40.677697,-73.886936,279,586,58.1,29,11.5,1.4,12.9,40,1,0,0.00218818380743982,"95%",1,1,0.92,0.928,439,410,15,28,3460098,24280.78,80467.3953488372
"628","19K108","P.S. 108 Sal Abbracciamento","BROOKLYN","PK-5",40.681295,-73.884348,395,603,21.5,25.1,24.6,28.9,53.4,20,0,0,0,"97%",1,1,1,0.825,854,708,19,56,5970501,22154.1,79606.68
"629","19K149","P.S. 149 Danny Kaye","BROOKLYN","PK-5",40.669361,-73.89276,306,593,41.8,29.1,16,13.1,29.1,10,0,2,0,"78%",1,1,1,0.95,612,585,9.2,36,4133102,21930.48,91440.3097345133
"630","19K158","P.S. 158 Warwick","BROOKLYN","PK-5",40.67259,-73.885214,254,590,43.7,26.4,22,7.9,29.9,10,0,0,0,"76%",NA,NA,NA,0.896,540,482,12,38,3639446,23267.58,72788.92
"631","19K159","P.S. 159 Isaac Pitkin","BROOKLYN","K-5",40.676111,-73.869705,387,595,39.8,22.7,20.4,17.1,37.5,10,0,0,0,"100%",NA,NA,NA,0.857,798,674,7.5,51,4583510,21723.81,78350.5982905983
"632","19K171","Abraham Lincoln Intermediate School (I.S. 171)","BROOKLYN "," 6-8",40.68618,-73.869625,420,589,55.5,29.3,10.5,4.8,15.2,40,7,0,0.0157657657657658,"97%",1,1,1,0.95,444,436,2.7,33,3418969,24524.61,95769.4397759104
"633","19K190","P.S. 190 Sheffield","BROOKLYN","PK-5",40.662243,-73.894877,75,593,36,33.3,26.7,4,30.7,10,0,0,0,"91%",NA,NA,NA,0.95,171,167,1.2,13,1506587,25591.47,106097.676056338
"634","19K202","P.S. 202 Ernest S. Jenkyns","BROOKLYN","PK-5",40.665817,-73.876084,218,586,55,28,14.2,2.8,17,20,0,0,0,"73%",NA,NA,NA,0.95,408,388,3,33,2778105,27238.35,77169.5833333333
"635","19K213","P.S. 213 New Lots","BROOKLYN","PK-5",40.659845,-73.889968,130,584,64.6,19.2,11.5,4.6,16.2,20,0,0,0,"71%",NA,NA,NA,0.947,258,241,6,13,1516085,25717.8,79793.9473684211
"636","19K214","P.S. 214 Michael Friedsam","BROOKLYN","PK-5",40.675881,-73.862961,375,594,40.8,24,20.8,14.4,35.2,20,0,0,0,"90%",0.6,0.8,0.8,0.828,812,668,7.5,61,6397335,22188.9,93391.7518248175
"637","19K218","James P. Sinnott (J.H.S. 218)","BROOKLYN "," 6-8",40.670724,-73.874208,421,584,67.7,19,8.3,5,13.3,50,7,0,0.0171149144254279,"89%",1,1,1,0.944,409,380,10,24,3471431,24646.55,102100.911764706
"638","19K224","P.S. 224 Hale A. Woodruff","BROOKLYN","PK-5",40.664143,-73.866542,203,583,63.1,23.2,10.3,3.4,13.8,20,0,0,0,"88%",NA,NA,NA,0.95,372,352,2,30,2991990,25408.77,93499.6875
"639","19K273","P.S. 273 Wortman","BROOKLYN","PK-5",40.6585,-73.879276,168,587,55.4,29.8,11.9,3,14.9,10,0,0,0,"97%",NA,NA,NA,0.865,335,286,0,28,2597219,24632.84,92757.8214285714
"640","19K290","P.S. 290 Juan Morel Campos","BROOKLYN","PK-5",40.678182,-73.889375,243,593,31.7,33.3,27.2,7.8,35,20,0,0,0,"69%",NA,NA,NA,0.95,507,485,14,30,3814470,23712.68,86692.5
"641","19K292","Margaret Douglas (J.H.S. 292)","BROOKLYN "," 6-8",40.671987,-73.893896,502,595,45.6,24.5,14.3,15.5,29.9,100,9,0,0.0158730158730159,"93%",0.92,0.92,1,0.942,567,531,7.7,36,4049092,24486.57,92656.5675057208
"642","19K306","P.S. 306 Ethan Allen","BROOKLYN","PK-5",40.65534,-73.88662,151,589,44.4,31.8,16.6,7.3,23.8,50,0,0,0,"90%",NA,NA,NA,0.95,298,287,4.2,24,2748352,33875.24,97459.2907801418
"643","19K325","The Fresh Creek School","BROOKLYN","PK-5",40.653368,-73.893294,95,597,28.4,29.5,31.6,10.5,42.1,10,0,0,0,"83%",NA,NA,NA,0.943,196,185,3,15,1374586,26624.5,76365.8888888889
"644","19K328","P.S. 328 Phyllis Wheatley","BROOKLYN","PK-5",40.667985,-73.898249,107,589,54.2,22.4,12.1,11.2,23.4,50,0,0,0,"77%",NA,NA,NA,0.95,258,253,2.9,24,2911659,33507.97,108240.111524164
"645","19K345","P.S. 345 Patrolman Robert Bolden","BROOKLYN","PK-5",40.676207,-73.879886,256,591,46.5,23,17.6,12.9,30.5,20,0,0,0,"76%",0.8,NA,0.8,0.86,502,427,7,38,3385007,26096.5,75222.3777777778
"646","19K346","P.S. 346 Abe Stark","BROOKLYN","PK-5",40.64664,-73.881997,236,593,36.9,30.1,22.9,10.2,33.1,50,0,0,0,"65%",NA,NA,NA,0.854,540,460,7,46,4506122,27750.18,85021.1698113208
"647","19K364","Gateway (I.S. 364)","BROOKLYN "," 6-8",40.645806,-73.881671,342,588,53.5,34.8,9.6,2,11.7,10,4,1,0.0114285714285714,"85%",0.8,1,1,0.834,350,282,2.2,23,2462133,22526.72,97703.6904761905
"648","19K404","Academy for Young Writers","BROOKLYN "," 6-12",40.657459,-73.874756,199,588,62.3,22.6,11.6,3.5,15.1,30,15,1,0.0274725274725275,"70%",0.93,0.8,0.87,0.842,546,459,17,29.7,3628321,23774.07,77694.2398286938
"649","19K409","East New York Family Academy","BROOKLYN "," 6-12",40.661072,-73.886942,178,600,28.7,37.1,21.9,12.4,34.3,50,11,0,0.0221774193548387,"58%",1,1,1,0.873,496,432,8,32,3273737,22841.66,81843.425
"650","19K422","Spring Creek Community School","BROOKLYN "," 6-12",40.657459,-73.874756,211,589,55.9,31.8,9.5,2.8,12.3,30,8,0,0.0167364016736402,"78%",0.84,0.84,0.84,0.839,478,393,20,22,3567050,21996.39,84929.7619047619
"651","19K452","Frederick Douglass Academy VIII","BROOKLYN "," 6-8",40.64726,-73.881114,303,595,37,43.2,13.5,6.3,19.8,50,4,0,0.0119047619047619,"71%",1,1,1,0.884,336,290,3,20,2098521,21841.73,91240.0434782609
"652","19K557","Brooklyn Gardens Elementary School","BROOKLYN","PK-5",40.665446,-73.897604,114,581,65.8,21.9,10.5,1.8,12.3,40,0,0,0,"77%",NA,NA,NA,0.95,291,283,15,13,2186252,24526.45,78080.4285714286
"653","19K654","Van Siclen Community Middle School","BROOKLYN "," 6-8",40.66011,-73.885387,271,586,60.5,29.9,7.4,2.2,9.6,40,4,0,0.0134680134680135,"91%",1,0.83,1,0.95,297,281,12,10,1559075,24610.98,70867.0454545455
"654","19K661","Vista Academy","BROOKLYN "," 6-8",40.677104,-73.883433,424,597,36.3,30,22.4,11.3,33.7,40,6,0,0.0139211136890951,"100%",1,1,1,0.95,431,420,15,12,2258816,21831.73,83659.8518518519
"655","19K662","Liberty Avenue Middle School","BROOKLYN "," 6-8",40.677104,-73.883433,443,595,43.8,29.8,19.2,7.2,26.4,40,9,0,0.01931330472103,"93%",1,1,0.91,0.95,466,448,23,18,3074790,22104.32,74994.8780487805
"656","19K663","School of the Future Brooklyn","BROOKLYN "," 6-8",40.665798,-73.897723,179,580,75.4,20.7,3.4,0.6,3.9,40,4,0,0.0199004975124378,"94%",1,0.8,0.8,0.94,201,186,7,12.5,1277136,25889.04,65494.1538461538
"657","19K677","East New York Elementary School of Excellence","BROOKLYN","PK-5",40.669358,-73.879131,237,584,57.8,23.6,14.8,3.8,18.6,20,0,0,0,"72%",NA,NA,NA,0.899,501,448,12,35,3630915,24120.32,77253.5106382979
"658","19K678","The East New York Middle School of Excellence","BROOKLYN "," 6-8",40.669387,-73.879614,245,586,63.3,26.1,8.2,2.4,10.6,20,4,0,0.0158102766798419,"100%",0.9,1,1,0.905,253,229,2,20,1803419,25332.7,81973.5909090909
"659","19K760","Highland Park Community School","BROOKLYN "," 6-8",40.68618,-73.869625,309,588,55.7,29.8,11.3,3.2,14.6,40,4,0,0.0125391849529781,"88%",0.89,0.67,0.89,0.937,319,299,14,11,1816675,21856.85,72667
"660","20K030","Mary White Ovington (P.S./I.S. 30)","BROOKLYN "," K-8",40.63359,-74.023948,581,605,21.9,24.1,23.8,30.3,54,40,9,0,0.00987925356750823,"85%",0.75,0.75,0.75,0.806,911,729,26,43,6597795,21552.59,95620.2173913044
"661","20K048","P.S. 048 Mapleton","BROOKLYN","PK-5",40.621481,-73.987165,280,604,23.2,22.9,24.3,29.6,53.9,10,0,0,0,"84%",0.6,1,1,0.739,575,416,11.5,34,3542848,23299.09,77864.7912087912
"662","20K062","Ditmas Junior High School (J.H.S. 62)","BROOKLYN "," 6-8",40.638686,-73.971651,1028,600,31.6,29.3,25.8,13.3,39.1,40,19,0,0.01578073089701,"89%",0.9,0.9,0.87,0.888,1204,NA,14,74,7700440,21878.09,87505
"663","20K069","P.S. 69 Vincent D. Grippo School","BROOKLYN","K-5",40.632392,-74.009752,405,612,7.9,17.5,27.7,46.9,74.6,50,0,0,0,"87%",NA,NA,NA,0.95,785,762,6,55,5108779,22353.53,83750.4754098361
"664","20K102","P.S. 102 The Bayview","BROOKLYN","K-5",40.634318,-74.028758,679,609,14.4,20.5,25.2,39.9,65.1,10,0,0,0,"78%",NA,NA,NA,0.656,1432,937,21.5,75,8158962,20768.31,84548.829015544
"665","20K104","The Fort Hamilton School (P.S./I.S. 104)","BROOKLYN "," K-8",40.618415,-74.028842,845,609,15.3,25.1,27.6,32.1,59.6,30,3,1,0.00237154150197628,"84%",1,1,NA,0.644,1265,810,12.5,63,6483512,19722.7,85874.3311258278
"666","20K105","P.S. 105 The Blythebourne","BROOKLYN","K-5",40.63332,-74.003635,722,617,5.4,12.6,29.1,52.9,82,100,0,0,0,"91%",1,0.63,1,0.898,1507,NA,21.2,76,8135707,19829.52,83700.6893004115
"667","20K112","P.S. 112 Lefferts Park","BROOKLYN","PK-5",40.619417,-74.000565,265,608,12.5,21.5,30.6,35.5,66,10,0,1,0,"96%",1,1,1,0.721,661,470,17.9,35.5,4357149,21791.01,81594.5505617978
"668","20K127","P.S. 127 Mckinley Park","BROOKLYN","K-5",40.623687,-74.018429,248,605,16.1,22.6,33.9,27.4,61.3,10,0,1,0,"100%",1,1,1,0.816,538,436,5,37.2,3636007,23031.18,86161.3033175355
"669","20K160","P.S. 160 William T. Sampson","BROOKLYN","K-5",40.636932,-73.999045,651,610,11.4,18.1,29.6,40.9,70.5,100,0,0,0,"82%",1,0.89,0.88,0.87,1274,NA,32.2,73.8,8004863,22774.14,75517.5754716981
"670","20K163","P.S. 163 Bath Beach","BROOKLYN "," K-8",40.606792,-74.00806,428,606,18.9,25.9,28.5,26.6,55.1,10,3,0,0.004739336492891,"52%",NA,NA,NA,0.812,633,509,8,39,3993581,23640.3,84969.8085106383
"671","20K164","P.S. 164 Caesar Rodney","BROOKLYN","PK-5",40.637101,-73.985739,276,606,15.9,26.1,23.9,34.1,58,100,0,0,0,"100%",1,1,1,0.842,681,564,14,40,4633045,22640.32,85797.1296296296
"672","20K170","Ralph A. Fabrizio School","BROOKLYN","K-5",40.630373,-74.018719,498,609,13.9,20.1,25.9,40.2,66.1,20,0,0,0,"97%",1,1,1,0.912,1035,943,21,55,6238888,22123.33,82090.6315789474
"673","20K176","P.S. 176 Ovington","BROOKLYN","K-5",40.624835,-74.005205,759,614,10.8,14,24.1,51.1,75.2,40,0,1,0,"91%",1,1,1,0.87,1334,NA,21.2,75.7,7856001,20385.98,81073.2817337461
"674","20K179","P.S. 179 Kensington","BROOKLYN","PK-5",40.640127,-73.97726,409,596,33.5,27.4,23,16.1,39.1,10,0,0,0,"79%",0.9,0.9,0.9,0.873,848,732,13,56,6121729,24076.22,88720.7101449275
"675","20K180","The SEEALL Academy","BROOKLYN "," PK-8",40.627029,-73.989672,724,609,16.9,22.7,24.4,36,60.5,50,7,0,0.00616197183098592,"87%",1,1,1,0.884,NA,NA,NA,NA,NA,NA,NA
"676","20K185","P.S. 185 Walter Kassenbrock","BROOKLYN","K-5",40.623598,-74.033429,312,609,10.9,21.8,27.9,39.4,67.3,50,0,0,0,"100%",1,1,1,0.4,652,260,3.7,39,3778399,20893.21,88487.0960187354
"677","20K186","P.S. 186 Dr. Irving A Gladstone","BROOKLYN","K-5",40.610917,-73.994258,487,604,22.4,21.8,27.5,28.3,55.9,10,0,0,0,"92%",1,1,1,0.741,1032,753,29.4,47.2,6259391,21573.19,81715.2872062663
"678","20K187","The Christa McAuliffe School (I.S. 187)","BROOKLYN "," 6-8",40.627784,-74.004485,690,636,3.5,0.9,2.9,92.8,95.7,50,14,0,0.0160366552119129,"87%",1,0.92,0.92,0.661,873,574,9.2,45,5304593,20074.66,97870.7195571956
"679","20K192","The Magnet School for Math and Science Inquiry (P.S./I.S. 192)","BROOKLYN "," PK-8",40.629303,-73.979995,373,602,26.5,26.8,24.4,22.3,46.6,10,3,0,0.00443131462333826,"62%",NA,NA,NA,0.858,646,552,17.4,41,4554739,23787.64,77992.1061643836
"680","20K200","P.S. 200 Benson School","BROOKLYN","PK-5",40.602809,-74.001915,599,605,16.7,25.4,30.2,27.7,57.9,100,0,0,0,"51%",1,0.83,1,0.828,1296,NA,13.5,70,7751348,20305.2,92830.5149700599
"681","20K201","Dyker Heights (J.H.S. 201)","BROOKLYN "," 6-8",40.618676,-74.012722,1544,616,9.5,18.7,24.4,47.4,71.8,10,18,0,0.0113636363636364,"89%",1,1,1,0.755,1584,NA,15,77.7,8506044,18919.06,91758.8349514563
"682","20K204","P.S. 204 Vince Lombardi","BROOKLYN","PK-5",40.613535,-74.006137,559,615,8.1,14,24.5,53.5,78,10,0,0,0,"95%",1,1,1,0.772,1143,882,8,69,6848789,21218.89,88945.3116883117
"683","20K205","P.S. 205 Clarion","BROOKLYN","PK-5",40.614737,-73.986792,584,610,14.4,19.5,21.6,44.5,66.1,40,0,1,0,"58%",0.63,0.75,0.63,0.681,1224,820,25.9,68.7,8070589,23466.14,85312.7801268499
"684","20K220","John J. Pershing (J.H.S. 220)","BROOKLYN "," 6-8",40.640545,-74.000731,1400,609,21.6,22.7,22.2,33.4,55.6,40,33,0,0.0217105263157895,"82%",1,0.9,0.9,0.87,1520,NA,27,91,10179855,20680.65,86269.9576271186
"685","20K223","Montauk (J.H.S. 223)","BROOKLYN "," 6-8",40.634875,-73.981528,876,609,15,25.6,28,31.5,59.5,40,18,0,0.0189473684210526,"82%",0.9,0.86,0.86,0.95,950,926,11,60.7,6490539,22217.14,90523.5564853556
"686","20K227","Edward B. Shallow (J.H.S. 227)","BROOKLYN "," 6-8",40.62191,-73.995022,1515,602,28.3,28.3,23,20.4,43.4,10,22,0,0.0146082337317397,"100%",1,0.96,1,0.928,1506,NA,21,78,9377680,20198.58,94724.0404040404
"687","20K229","P.S./I.S. 229","BROOKLYN "," PK-8",40.610963,-74.013376,742,615,10.5,15.6,24.3,49.6,73.9,100,3,0,0.00240192153722978,"74%",0.89,0.89,0.89,0.607,1217,728,12.9,64,7123229,19202.57,92629.7659297789
"688","20K247","P.S. 247 Brooklyn","BROOKLYN","K-5",40.612247,-73.987195,418,614,9.6,13.9,26.6,50,76.6,10,0,3,0,"56%",1,1,1,0.669,873,574,16.6,49.9,5570453,22360.53,83766.2105263158
"689","20K259","William McKinley (J.H.S. 259)","BROOKLYN "," 6-8",40.62668,-74.01512,1810,614,12.2,18.1,25,44.6,69.7,50,26,0,0.0140388768898488,"98%",0.97,0.94,0.94,0.808,1852,NA,20,88,9915374,18505.31,91809.0185185185
"690","20K264","P.S. 264 Bay Ridge Elementary School For The Arts","BROOKLYN","K-5",40.621025,-74.029444,217,603,16.6,29,31.3,23,54.4,50,0,0,0,"93%",NA,1,1,0.694,480,327,7.2,33,3055720,24311.72,76012.9353233831
"691","20K310","The School For Future Leaders","BROOKLYN","K-5",40.632143,-74.007533,220,617,9.5,11.4,17.7,61.4,79.1,20,0,0,0,"94%",1,1,1,0.95,409,390,6,25.4,2570272,23137.39,81855.796178344
"692","20K503","P.S. 503: The School of Discovery","BROOKLYN","K-5",40.64195,-74.019299,519,597,32.6,24.3,24.5,18.7,43.2,50,0,0,0,"100%",1,1,1,0.95,1072,NA,28,74,7817416,25323.98,76641.3333333333
"693","20K506","P.S. 506: The School of Journalism & Technology","BROOKLYN","K-5",40.64195,-74.019299,350,596,36,22.9,24.6,16.6,41.1,50,0,0,0,"90%",0.83,0.67,0.83,0.95,793,764,23,45,5415044,23296.91,79633
"694","20K609","Urban Assembly School for Criminal Justice","BROOKLYN "," 6-12",40.634875,-73.981528,178,602,18,42.7,33.7,5.6,39.3,40,12,0,0.0215827338129496,"98%",0.93,0.73,0.87,0.946,556,525,22,23,3378240,20746.47,75072
"695","20K682","The Academy of Talented Scholars","BROOKLYN","K-5",40.606994,-73.986678,153,609,9.2,23.5,32.7,34.6,67.3,50,0,0,0,"89%",NA,NA,NA,0.381,378,143,14,40,4164815,35977.62,77126.2037037037
"696","20K686","Brooklyn School of Inquiry","BROOKLYN "," K-8",40.60731,-73.986595,281,623,0.4,4.6,24.2,70.8,95,50,1,1,0.00176678445229682,"96%",NA,NA,NA,0.226,566,127,4.4,23.2,2234325,17218.14,80953.8043478261
"697","20K748","P.S. 748 Brooklyn School for Global Scholars","BROOKLYN","K-5",40.606739,-74.007469,273,618,6.2,15.4,19.8,58.6,78.4,100,0,0,0,"86%",1,1,1,0.732,548,401,10,28.5,3100431,21841.19,80530.6753246753
"698","20K971","School of Math, Science, and Healthy Living","BROOKLYN","K-5",40.639518,-74.020343,187,598,29.9,23.5,28.3,18.2,46.5,10,0,0,0,"100%",NA,NA,NA,0.922,357,329,20,14,2386824,23336.34,70200.7058823529
"699","21K090","P.S. 90 Edna Cohen School","BROOKLYN","PK-5",40.578192,-73.980387,247,595,34.4,30.4,23.9,11.3,35.2,10,0,0,0,"78%",NA,NA,NA,0.85,592,506,27.7,32,4494116,25156.72,75278.324958124
"700","21K095","The Gravesend School (P.S. 95)","BROOKLYN "," PK-8",40.595698,-73.97518,525,608,15.2,24.4,25.7,34.7,60.4,50,3,0,0.0031813361611877,"97%",1,1,1,0.754,925,688,8,59,6213110,22243.92,92732.9850746269
"701","21K096","Seth Low (I.S. 96)","BROOKLYN "," 6-8",40.60754,-73.984661,707,603,32.7,24.3,18.1,24.9,43,40,17,3,0.0218228498074454,"96%",0.96,0.96,0.96,0.804,779,610,27.4,46,6460925,28071.45,88023.5013623978
"702","21K097","P.S. 97 The Highlawn","BROOKLYN","K-5",40.601191,-73.98557,386,606,17.4,23.8,24.6,34.2,58.8,20,0,0,0,"100%",1,1,1,0.683,780,520,9,53,5544713,22829.9,89430.8548387097
"703","21K098","The Bay Academy (I.S. 98)",""," 6-8",NA,NA,1248,631,0.2,3.2,13.5,83.1,96.6,50,20,0,0.0130718954248366,"91%",1,1,1,0.553,1530,841,12,61,6737091,17012.19,92288.9178082192
"704","21K099","Isaac Asimov (P.S. 99)","BROOKLYN "," PK-8",40.621565,-73.965595,520,600,28.1,27.7,20.8,23.5,44.2,10,1,0,0.00114155251141553,"97%",0.9,0.9,0.9,0.755,840,623,10.2,49.7,5359378,20058.79,89472.0868113522
"705","21K100","P.S. 100 The Coney Island School","BROOKLYN","PK-5",40.577591,-73.97083,341,608,10.9,22,31.4,35.8,67.2,10,0,0,0,"98%",1,1,1,0.512,739,368,8,44,4679607,20315.82,89992.4423076923
"706","21K101","P.S. 101 The Verrazano","BROOKLYN","K-5",40.597379,-73.991962,440,613,13.2,13.2,26.1,47.5,73.6,100,0,0,0,"81%",NA,NA,NA,0.67,870,572,8,56,6179844,22816.57,96560.0625
"707","21K121","Nelson A. Rockefeller (P.S./I.S. 121) Magnet School of Applied Life Sciences","BROOKLYN "," PK-8",40.623273,-73.978822,192,606,15.6,26,33.9,24.5,58.3,10,2,1,0.00595238095238095,"94%",1,1,1,0.652,336,216,10.7,38.7,4066989,35628.61,82327.7125506073
"708","21K128","P.S. 128 Bensonhurst","BROOKLYN","K-5",40.60498,-73.995084,212,596,31.1,26.9,25.5,16.5,42,100,0,0,0,"72%",NA,NA,NA,0.872,467,407,11.9,24,3016661,22794.75,84029.5543175488
"709","21K153","P.S. 153 Homecrest","BROOKLYN","PK-5",40.601179,-73.960027,222,604,18,24.3,28.8,28.8,57.7,10,0,0,0,"82%",NA,NA,NA,0.799,501,393,13,31,4023289,23683.74,91438.3863636364
"710","21K177","P.S. 177 The Marlboro","BROOKLYN","PK-5",40.608169,-73.974425,467,600,26.8,25.7,27.6,19.9,47.5,10,0,0,0,"96%",1,1,1,0.785,950,727,13,59.7,6405959,22554.62,88114.9793672627
"711","21K188","P.S. 188 Michael E. Berdy","BROOKLYN","PK-5",40.576733,-74.000489,169,588,52.1,24.9,17.2,5.9,23.1,30,0,0,0,"71%",NA,NA,NA,0.904,407,367,1,33.7,3271951,28882.8,94292.5360230548
"712","21K199","P.S. 199 Frederick Wachtel","BROOKLYN","PK-5",40.61631,-73.963026,208,602,21.2,27.9,24.5,26.4,51,10,0,0,0,"84%",NA,NA,NA,0.847,521,440,18,36,4721892,28216.55,87442.4444444444
"713","21K209","The Margaret Mead School (P.S. 209)","BROOKLYN "," PK-8",40.586845,-73.96198,416,603,21.6,26.4,28.1,23.8,51.9,10,2,0,0.00272851296043656,"88%",1,1,1,0.799,697,557,6.2,52,5136483,24931.45,88255.7216494845
"714","21K212","P.S. 212 Lady Deborah Moody","BROOKLYN","PK-5",40.587612,-73.985368,327,599,25.4,24.5,30.3,19.9,50.2,10,0,0,0,"93%",NA,NA,NA,0.868,645,556,15,45,5112436,25120.23,85207.2666666667
