"","dbn","School.Name","Borough","gradespan","Latitude","Longitude","Number.Tested","Mean.Scale.Math.Score","%Level1","%Level2","%Level3","%Level4","%Level3&4","Mbps.Bandwidth","Full.Time.Certified.STEM.Teachers","Part.Time.Certified.STEM.Teachers","Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students","Total.Teacher.Response.Rate","Percent.of.STEMTeachers.That.Agree.With.17a","Percent.of.STEMTeachers.That.Agree.With.17b","Percent.of.STEMTeachers.That.Agree.With.17c","Percent.Poverty","K.12.Enrollment","K.12.FRPL.Count","Classroom.Teachers.w..0.3.Years.Experience","Classroom.Teachers.w..More.than.3.Years.Experience","Classroom.Teachers","Total.School.Funding.per.Pupil","Salary.Per.Classroom.Teacher"
"1021","30Q017","P.S. 017 Henry David Thoreau","QUEENS","PK-5",40.768034,-73.922544,225,592,40,28.4,21.3,10.2,31.6,100,0,0,0,"79%",0.71,0.57,0.86,0.74,493,364,21,25,3449893,23488.48,74997.6739130435
"1022","30Q069","P.S. 069 Jackson Heights","QUEENS","PK-5",40.748804,-73.888457,531,606,16,23.9,29.2,30.9,60.1,10,0,0,0,"100%",1,0.89,1,0.628,973,602,3,62,5794317,20437.53,89143.3384615385
"1023","30Q070","P.S. 070","QUEENS","PK-5",40.761762,-73.913964,389,605,21.1,22.4,27,29.6,56.6,100,0,0,0,"48%",NA,NA,NA,0.83,787,653,4,58,5611667,21554.54,90510.7580645161
"1024","30Q076","P.S. 076 William Hallet","QUEENS","PK-5",40.760862,-73.94163,187,592,41.7,25.1,23.5,9.6,33.2,100,0,0,0,"75%",1,0.8,1,0.775,410,321,10,52,4918576,33746.95,79331.8709677419
"1025","30Q078","The Robert F. Wagner Jr. School (P.S./I.S. 78)","QUEENS   "," PK-8",40.744753,-73.957971,298,608,11.1,21.5,35.9,31.5,67.4,20,3,0,0.00424929178470255,"69%",NA,NA,NA,0.275,672,185,23,30,3987792,18518.9,75241.358490566
"1026","30Q084","P.S. 084 Steinway","QUEENS","PK-5",40.771154,-73.906117,98,607,14.3,24.5,23.5,37.8,61.2,10,0,0,0,"100%",NA,NA,NA,0.57,223,130,2,22,2065750,24617.26,86072.9166666667
"1027","30Q085","P.S. 085 Judge Charles Vallone","QUEENS","PK-5",40.773126,-73.915039,286,607,22,19.6,23.1,35.3,58.4,40,0,0,0,"74%",NA,NA,NA,0.428,591,251,11,33,3503827,21707.5,79632.4318181818
"1028","30Q092","P.S. 092 Harry T. Stewart Sr.","QUEENS","PK-5",40.755983,-73.868773,387,595,30,37,23.3,9.8,33.1,10,0,0,0,"78%",0.86,1,1,0.831,842,684,8,68,6541860,23107.62,86077.1052631579
"1029","30Q111","Jacob Blackwell (P.S. 111)","QUEENS   "," PK-8",40.758831,-73.93938,139,580,77,15.1,6.5,1.4,7.9,100,1,0,0.00316455696202532,"89%",NA,NA,NA,0.95,292,279,16.5,21,3202103,30621.38,85389.4133333333
"1030","30Q112","P.S. 112 Dutch Kills","QUEENS","PK-5",40.757293,-73.933562,210,598,29,30,22.9,18.1,41,100,0,0,0,"100%",NA,NA,NA,0.833,431,360,1,35,2990880,23131.17,83080
"1031","30Q122","Mamie Fay (P.S. 122)","QUEENS   "," PK-8",40.780347,-73.916655,797,615,11.7,11.5,23.1,53.7,76.8,50,2,1,0.0014695077149155,"90%",0.78,0.89,1,0.536,1325,705,6.7,68,6801443,17997.17,91050.1070950469
"1032","30Q126","Albert Shanker School for Visual and Performing Arts (I.S. 126)","QUEENS   "," 6-8",40.766264,-73.930709,641,599,38.7,23.6,15.3,22.5,37.8,30,10,0,0.0151975683890578,"81%",1,1,1,0.868,658,569,15,35,4121390,20888.37,82427.8
"1033","30Q127","Aerospace and Science Academy (P.S./I.S. 127)","QUEENS   "," PK-8",40.764646,-73.871641,823,594,40.2,31.6,19,9.2,28.2,100,4,0,0.00307929176289453,"74%",0.67,0.78,0.78,0.858,1263,NA,8.5,83,8104742,21246.59,88576.4153005464
"1034","30Q141","I.S. 141 - The Steinway","QUEENS   "," 6-8",40.775589,-73.90509,1080,609,16.3,24.7,26.5,32.5,59,10,20,0,0.01806684733514,"97%",0.91,0.91,0.91,0.613,1107,672,10,58,6307903,18702.16,92763.2794117647
"1035","30Q145","Joseph Pulitzer (I.S. 145) Magnet School of Innovation and Applied Learning","QUEENS   "," 6-8",40.754661,-73.887112,1610,601,29.7,32.6,19.5,18.2,37.7,10,32,0,0.0188346085932902,"100%",0.98,0.96,0.93,0.95,1699,NA,15,114,10891922,20912.63,84433.503875969
"1036","30Q148","P.S. 148 Queens","QUEENS","PK-5",40.757629,-73.878638,437,596,33.2,31.4,22.2,13.3,35.5,100,0,0,0,"93%",NA,NA,NA,0.803,844,673,20.5,46,5734245,23336.01,86229.2481203007
"1037","30Q149","P.S. 149 Christa Mcauliffe","QUEENS","K-5",40.755759,-73.874505,616,597,28.6,30.5,26.8,14.1,40.9,10,0,0,0,"100%",0.71,0.83,1,0.78,1054,808,8,68,6800720,21114.21,89483.1578947368
"1038","30Q150","P.S. 150 Queens","QUEENS","PK-6",40.745887,-73.923375,544,610,11.4,22.6,25.9,40.1,66,100,0,0,0,"95%",0.86,0.86,1,0.553,1035,553,22,52,6170651,20614.45,83387.1756756757
"1039","30Q151","P.S. 151 Mary D. Carter","QUEENS","PK-5",40.758027,-73.908146,186,593,38.7,26.3,21.5,13.4,34.9,100,0,0,0,"94%",NA,NA,NA,0.934,349,326,7,30,3266419,29422.4,88281.5945945946
"1040","30Q152","P.S. 152 Gwendoline N. Alleyne School","QUEENS","PK-5",40.753094,-73.900584,567,607,12.5,25,28.7,33.7,62.4,20,0,0,0,"34%",NA,NA,NA,0.77,1050,798,3,76,6878854,21854.07,87074.1012658228
"1041","30Q166","P.S. 166 Henry Gradstein","QUEENS","PK-5",40.757497,-73.926249,545,608,13.4,20.4,29.7,36.5,66.2,100,0,0,0,"37%",NA,NA,NA,0.699,1039,715,1,64,5997970,20061.15,92276.4615384615
"1042","30Q171","P.S. 171 Peter G. Van Alst","QUEENS","PK-5",40.770926,-73.929093,237,590,45.6,27,18.6,8.9,27.4,100,0,0,0,"95%",NA,NA,NA,0.93,452,416,8,31,3309264,24007.88,84852.9230769231
"1043","30Q204","The Oliver Wendell Holmes School","QUEENS   "," 6-8",40.757065,-73.932664,454,596,39.4,28.6,20.3,11.7,31.9,100,6,1,0.012396694214876,"92%",0.78,0.83,0.83,0.917,484,432,22,26,3450235,25071.22,71879.8958333333
"1044","30Q212","P.S. 212","QUEENS","PK-5",40.753035,-73.884458,353,605,18.4,23.2,28.3,30,58.4,10,0,0,0,"71%",NA,NA,NA,0.606,746,436,5,49,4792572,23055.93,88751.3333333333
"1045","30Q222","P.S. Q222 - Fire Fighter Christopher A. Santora School","QUEENS","PK-2",40.750442,-73.879991,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,"95%",NA,NA,NA,0.772,241,188,7.7,14,1630401,23176.93,75133.6866359447
"1046","30Q227","Louis Armstrong Middle School (I.S. 227)","QUEENS   "," 5-8",40.758408,-73.874472,1402,615,5.4,17.4,33.4,43.8,77.2,100,18,0,0.0113493064312736,"87%",0.97,0.97,0.97,0.74,1586,NA,7,92,9121361,19765.77,92134.9595959596
"1047","30Q228","The Ivan Lafayette Early Childhood School of the Arts","QUEENS","PK-2",40.756931,-73.874947,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,"83%",NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA
"1048","30Q230","I.S. 230","QUEENS   "," 6-8",40.752866,-73.893193,1236,608,20.2,27.8,22.7,29.3,51.9,100,21,0,0.0162037037037037,"92%",1,0.96,0.92,0.823,1296,NA,22.4,62,7603841,19781.71,90092.9028436019
"1049","30Q234","P.S. 234","QUEENS","PK-5",40.766898,-73.923044,255,605,11.8,29.4,31,27.8,58.8,100,0,0,0,"64%",1,1,1,0.83,486,404,7,31,3346996,24704.1,88078.8421052632
"1050","30Q235","Academy for New Americans (I.S. 235)","QUEENS   "," 6-8",40.766792,-73.922589,135,590,60,21.5,12.6,5.9,18.5,100,4,0,0.0396039603960396,"100%",1,1,1,0.95,101,97,2.2,10,908478,30452.48,74465.4098360656
"1051","30Q280","P.S. 280","QUEENS","K-5",40.753345,-73.874109,336,601,22.6,31.5,24.7,21.1,45.8,100,0,0,0,"100%",NA,NA,NA,0.949,688,649,10,36,3485266,20893.72,75766.652173913
"1052","30Q286","The Young Women's Leadership School of Astoria","QUEENS   "," 6-12",40.771215,-73.924591,154,603,18.8,31.2,32.5,17.5,50,200,11,0,0.0194690265486726,"81%",1,1,1,0.86,565,481,8,24,2949203,18106.94,92162.59375
"1053","30Q291","Hunter's Point Community Middle School","QUEENS   "," 6-8",40.742956,-73.959196,262,604,19.5,26.3,29.8,24.4,54.2,200,12,0,0.0285035629453682,"97%",1,0.93,1,0.542,421,214,13.7,23,2809635,21521.98,76556.8119891008
"1054","30Q300","The 30th Avenue School (P.S./M.S. 300)","QUEENS   "," K-8",40.766264,-73.930709,226,630,0.9,0.9,9.3,88.9,98.2,100,4,0,0.0087527352297593,"100%",0.86,0.86,1,0.276,457,123,14,12,2401508,16555.6,92365.6923076923
"1055","30Q329","East Elmhurst Community School","QUEENS","K-5",40.761573,-73.872244,140,599,16.4,32.1,37.9,13.6,51.4,100,0,0,0,"94%",1,1,1,0.939,380,355,17.7,13,2316392,21822.38,75452.5081433225
"1056","30Q361","The Woodside Community School","QUEENS","PK-3",40.747701,-73.90643,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,"100%",NA,NA,NA,0.812,208,167,12,7,1914250,21607.45,100750
"1057","30Q384","P.S. 384","QUEENS","K",40.748159,-73.940316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","31R001","P.S. 001 Tottenville","STATEN IS","PK-5",40.508638,-74.24395,227,600,23.8,26.9,33.5,15.9,49.3,20,0,0,0,"100%",0.63,0.75,0.75,0.394,430,171,9,34,3401702,27985.97,79109.3488372093
"1059","31R002","George L. Egbert (I.S. 2)","STATEN IS"," 6-8",40.576725,-74.100726,936,597,36.4,29.7,21.3,12.6,33.9,100,11,0,0.0112359550561798,"72%",0.94,0.94,0.94,0.716,979,696,11,59,7198944,21100.86,102842.057142857
"1060","31R003","P.S. 003 The Margaret Gioiosa School","STATEN IS","PK-5",40.520812,-74.21185,426,612,7,17.4,32.2,43.4,75.6,10,0,0,0,"84%",0.9,0.9,0.9,0.3,756,223,3,55,4730021,24222.13,81552.0862068966
"1061","31R004","P.S. 004 Maurice Wollin","STATEN IS","PK-5",40.552059,-74.195281,343,605,16.9,22.4,28.3,32.4,60.6,20,0,0,0,"78%",1,0.89,1,0.381,684,256,10,87.8,7551092,34485.35,77209.5296523517
"1062","31R005","P.S. 005 Huguenot","STATEN IS","K-5",40.529389,-74.187276,136,619,3.7,6.6,32.4,57.4,89.7,100,0,0,0,"100%",NA,NA,NA,0.248,302,75,3.2,20,1989882,24332.12,85770.775862069
"1063","31R006","P.S. 6 Corporal Allan F. Kivlehan School","STATEN IS","PK-5",40.510207,-74.230118,245,605,17.1,23.3,30.2,29.4,59.6,100,0,0,0,"67%",1,1,1,0.397,504,199,4,49,4729529,33048.4,89236.3962264151
"1064","31R007","Elias Bernstein (I.S. 7)","STATEN IS"," 6-8",40.523757,-74.185941,1066,611,12.9,23.3,30.6,33.3,63.9,50,14,0,0.0120378331900258,"59%",0.94,0.88,0.94,0.371,1163,427,9,66,6772472,20572.56,90299.6266666667
"1065","31R008","P.S. 8 Shirlee Solomon","STATEN IS","PK-5",40.547567,-74.152212,285,616,7,14.4,25.3,53.3,78.6,10,0,0,0,"100%",1,1,1,0.354,584,210,8,30,3320653,23235.52,87385.6052631579
"1066","31R009","Naples Street Elementary School","STATEN IS","PK-5",40.60265,-74.090245,103,611,4.9,22.3,25.2,47.6,72.8,100,0,1,0,"93%",NA,NA,NA,0.416,262,108,4.9,23.2,2424086,29543.62,86266.4056939502
"1067","31R010","Fort Hill Collaborative Elementary School","STATEN IS","K-4",40.639638,-74.079594,41,601,14.6,17.1,43.9,24.4,68.3,40,0,0,0,"89%",NA,NA,NA,0.897,165,148,7.5,10,1426883,28952.49,81536.1714285714
"1068","31R011","P.S. 11 Thomas Dongan School","STATEN IS","PK-5",40.590887,-74.098252,134,600,28.4,22.4,26.9,22.4,49.3,100,0,0,0,"88%",NA,NA,NA,0.745,281,207,3.9,23,2284807,24683.84,84937.063197026
"1069","31R013","P.S. 013 M. L. Lindemeyer","STATEN IS","PK-5",40.613322,-74.068963,433,600,26.3,23.6,27.9,22.2,50.1,100,0,0,0,"45%",1,0.92,1,0.663,863,564,11.9,53.7,5613491,23449.81,85571.5091463415
"1070","31R016","P.S. 016 John J. Driscoll","STATEN IS","PK-5",40.639638,-74.079594,270,587,56.7,22.6,13,7.8,20.7,40,0,0,0,"85%",NA,NA,NA,0.95,471,464,6,40,4046052,29117.21,87957.652173913
"1071","31R018","P.S. 018 John G. Whittier","STATEN IS","PK-5",40.636521,-74.116817,232,592,44,28.4,19.4,8.2,27.6,100,0,0,0,"56%",0.6,0.6,0.6,0.916,537,484,3,51,4443506,27008.56,82287.1481481481
"1072","31R019","P.S. 019 The Curtis School","STATEN IS","PK-5",40.630563,-74.126851,281,593,41.3,28.5,21,9.3,30.2,20,0,0,0,"94%",NA,NA,NA,0.851,555,470,8,42.7,3806582,26387.34,75080.5128205128
"1073","31R020","P.S. 020 Port Richmond","STATEN IS","K-5",40.636729,-74.132382,249,590,39.8,36.1,17.3,6.8,24.1,10,0,0,0,"71%",NA,NA,NA,0.95,464,446,5.5,41,3852931,28851.21,82858.7311827957
"1074","31R021","P.S. 21 Margaret Emery-Elm Park","STATEN IS","K-5",40.631165,-74.144599,182,591,42.3,29.7,22.5,5.5,28,50,0,0,0,"80%",0.88,0.88,0.88,0.812,367,294,6,30.1,2974693,30121.14,82401.4681440443
"1075","31R022","P.S. 022 Graniteville","STATEN IS","PK-5",40.624847,-74.150544,478,594,37.9,27.6,22,12.6,34.5,100,0,0,0,"71%",1,1,1,0.881,965,847,6.1,64,6787978,25349.98,96832.7817403709
"1076","31R023","P.S. 023 Richmondtown","STATEN IS","PK-5",40.570765,-74.133216,251,610,9.2,19.9,28.3,42.6,70.9,100,0,0,0,"80%",NA,NA,NA,0.372,529,198,6,39.5,4026604,25059.61,88496.7912087912
"1077","31R024","Myra S. Barnes (I.S. 24)","STATEN IS"," 6-8",40.545281,-74.14632,1073,603,27.4,27.4,25,20.2,45.2,100,20,0,0.015785319652723,"80%",0.94,0.97,0.97,0.444,1267,553,12,95,10028480,24768.38,93724.1121495327
"1078","31R026","P.S. 026 The Carteret School","STATEN IS","PK-5",40.591546,-74.190093,96,609,10.4,16.7,34.4,38.5,72.9,10,0,0,0,"95%",NA,NA,NA,0.496,246,121,6,16.2,2080104,24392.77,93698.3783783784
"1079","31R027","Anning S. Prall (I.S. 27)","STATEN IS"," 6-8",40.628169,-74.116997,842,600,36.1,25.2,16,22.7,38.7,50,14,0,0.0139303482587065,"100%",0.96,0.96,0.96,0.738,1005,728,2,65,7014408,22453.29,104692.656716418
"1080","31R028","The Eagle Academy for Young Men of Staten Island","STATEN IS"," 6-9 (School will serve grades 6-12 by Fall 2020)",40.620347,-74.081643,209,590,48.8,30.1,15.3,5.7,21.1,100,5,0,0.0197628458498024,"100%",0.71,0.86,0.86,0.846,253,209,10.2,13,2261169,24904.53,97464.1810344828
"1081","31R029","P.S. 029 Bardwell","STATEN IS","PK-5",40.614039,-74.116197,308,602,19.8,30.5,26.6,23.1,49.7,100,0,0,0,"80%",NA,NA,NA,0.531,628,328,4,36,3346214,23398.23,83655.35
"1082","31R030","P.S. 030 Westerleigh","STATEN IS","PK-5",40.618097,-74.13308,369,607,13,22.5,33.1,31.4,64.5,100,0,0,0,"90%",NA,NA,NA,0.36,804,287,8,56,5408864,23557,84513.5
"1083","31R031","P.S. 031 William T. Davis","STATEN IS","PK-5",40.64209,-74.08542,200,583,65.5,21,10,3.5,13.5,100,0,0,0,"76%",NA,NA,NA,0.91,362,327,4,33,3359149,32859.4,90787.8108108108
"1084","31R032","P.S. 032 The Gifford School","STATEN IS","PK-5",40.5579,-74.1554,287,606,9.8,31.4,26.8,32.1,58.9,10,0,0,0,"93%",1,1,1,0.329,620,206,6.7,40.6,3885226,23055.03,82140.0845665962
"1085","31R034","Tottenville (I.S. 34)","STATEN IS"," 6-8",40.508284,-74.243428,1038,612,10.9,22.6,30.9,35.5,66.5,20,15,0,0.0137488542621448,"100%",0.93,0.93,0.93,0.345,1091,373,11.2,69,6796200,22258.48,84740.6483790524
"1086","31R035","P.S. 35 The Clove Valley School","STATEN IS","K-5",40.613548,-74.098994,203,616,3,13.3,29.1,54.7,83.7,100,0,2,0,"54%",NA,NA,NA,0.395,395,152,1,24.5,2330190,21267.36,91380
"1087","31R036","P.S. 036 J. C. Drumgoole","STATEN IS","PK-5",40.543433,-74.182548,382,603,17.3,29.1,31.7,22,53.7,100,0,0,0,"45%",NA,NA,NA,0.353,782,266,9,56.7,5630548,24680.97,85700.8828006088
"1088","31R038","P.S. 038 George Cromwell","STATEN IS","PK-5",40.574799,-74.099409,165,598,26.1,28.5,27.9,17.6,45.5,100,0,0,0,"100%",NA,NA,NA,0.705,340,238,8,23,2762625,27257.94,89116.935483871
"1089","31R039","P.S. 39 Francis J. Murphy Jr.","STATEN IS","K-5",40.597824,-74.07061,250,598,28,26,31.6,14.4,46,100,0,0,0,"73%",NA,NA,NA,0.686,548,375,7,34,3508392,21791.62,85570.5365853659
"1090","31R041","The Stephanie A. Vierno School","STATEN IS","PK-5",40.573599,-74.108492,328,603,18,26.8,31.1,24.1,55.2,100,0,0,0,"79%",1,1,1,0.685,649,438,9.5,41.5,4296214,23241.08,84239.4901960784
"1091","31R042","P.S. 042 Eltingville","STATEN IS","PK-5",40.552213,-74.169038,471,606,15.5,24.6,26.1,33.8,59.9,100,0,0,0,"91%",0.91,0.91,0.91,0.371,988,371,21,53,6158544,22859.31,83223.5675675676
"1092","31R044","P.S. 044 Thomas C. Brown","STATEN IS","PK-5",40.631689,-74.157303,363,585,56.7,30,9.6,3.6,13.2,100,0,0,0,"78%",0.33,0.33,0.4,0.95,810,765,11,65,6589404,25988.97,86702.6842105263
"1093","31R045","P.S. 045 John Tyler","STATEN IS","PK-5",40.628419,-74.107537,401,595,35.4,28.9,21.4,14.2,35.7,100,0,0,0,"85%",1,1,1,0.724,828,597,11,52.5,5093853,21824.56,80218.157480315
"1094","31R046","P.S. 046 Albert V. Maniscalco","STATEN IS","PK-5",40.594455,-74.080829,143,593,39.9,30.8,18.2,11.2,29.4,100,0,0,0,"81%",NA,NA,NA,0.825,252,208,4.6,23,2293034,31029.48,83080.9420289855
"1095","31R048","William G. Wilcox - Atlas Academy (P.S./I.S. 48)","STATEN IS"," PK-8",40.603484,-74.091237,523,608,12.8,22,34.2,31,65.2,100,4,0,0.00407747196738022,"87%",1,1,1,0.421,963,401,9.4,56,5711377,22220.97,87329.9235474006
"1096","31R049","Berta A. Dreyfus (I.S. 49)","STATEN IS"," 6-8",40.620347,-74.081643,597,588,61.3,23.1,11.1,4.5,15.6,100,9,0,0.0147058823529412,"58%",0.85,0.85,0.85,0.948,612,576,17,48,4647296,28141.41,71496.8615384615
"1097","31R050","P.S. 050 Frank Hankinson","STATEN IS","PK-5",40.560954,-74.124332,401,616,9,12.7,23.9,54.4,78.3,100,0,0,0,"100%",NA,NA,NA,0.407,738,293,4,47,4410760,22990.5,86485.4901960784
"1098","31R051","Edwin Markham (I.S. 51)","STATEN IS"," 6-8",40.622596,-74.14497,1203,594,44.4,28.7,17.4,9.6,26.9,100,9,0,0.00684410646387833,"71%",0.88,1,0.92,0.783,1315,NA,11.9,83,8762826,23152.33,92337.4710221285
"1099","31R052","P.S. 052 John C. Thompson","STATEN IS","PK-5",40.58255,-74.089012,216,607,13,20.8,32.9,33.3,66.2,100,0,1,0,"95%",NA,NA,NA,0.656,468,308,9.5,35,3993696,25639.59,89745.9775280899
"1100","31R053","The Barbara Esselborn School","STATEN IS","PK-5",40.551926,-74.13664,351,610,14,17.1,27.4,41.6,68.9,20,0,0,0,"95%",0.75,0.75,0.71,0.399,751,293,2.5,55,5231968,22885.74,90990.747826087
"1101","31R054","P.S. 054 Charles W. Leng","STATEN IS","PK-5",40.602779,-74.137259,362,610,13.8,19.6,26.8,39.8,66.6,100,0,0,0,"100%",1,1,1,0.6,737,438,10.9,51,5376835,22207.01,86863.2471728595
"1102","31R055","P.S. 055 Henry M. Boehm","STATEN IS","PK-5",40.536625,-74.163037,281,606,12.8,26.3,33.5,27.4,60.9,10,0,1,0,"61%",1,1,1,0.37,564,207,5.4,42.1,3849028,26900.97,81032.1684210526
"1103","31R056","P.S. 56 The Louis Desario School","STATEN IS","PK-5",40.541856,-74.213943,289,605,15.2,27.3,32.2,25.3,57.4,10,0,0,0,"79%",NA,NA,NA,0.374,543,206,4,45,4134073,27117.46,84368.8367346939
"1104","31R057","P.S. 057 Hubert H. Humphrey","STATEN IS","PK-5",40.611136,-74.083799,313,587,51.4,24.6,16,8,24,100,0,0,0,"93%",1,1,1,0.868,639,550,9.2,46,4991672,25770.08,90428.8405797101
"1105","31R058","Space Shuttle Columbia School","STATEN IS","PK-5",40.582791,-74.160867,339,600,23,28.6,31.3,17.1,48.4,50,0,0,0,"98%",0.89,0.89,0.89,0.533,634,338,7,48,4962435,26671.81,90226.0909090909
"1106","31R059","The Harbor View School","STATEN IS","PK-5",40.647898,-74.083408,78,593,34.6,35.9,16.7,12.8,29.5,10,0,0,0,"100%",NA,NA,NA,0.62,228,142,6.2,14.7,2006856,23263.24,96021.8181818182
"1107","31R060","P.S. 060 Alice Austen","STATEN IS","PK-5",40.610604,-74.162634,448,593,36.8,29.7,18.8,14.7,33.5,10,0,0,0,"89%",NA,NA,NA,0.579,836,484,8,57,5651844,23312.29,86951.4461538461
"1108","31R061","William A. Morris (I.S. 61)","STATEN IS"," 6-8",40.634009,-74.097826,940,591,50.5,27.6,14.6,7.3,21.9,20,12,0,0.0122324159021407,"98%",0.85,0.89,0.89,0.83,981,806,9,70.4,7276249,23919.17,91640.4156171285
"1109","31R062","The Kathleen Grimm School for Leadership and Sustainability","STATEN IS","PK-3",40.541563,-74.217934,NA,NA,NA,NA,NA,NA,NA,10,0,1,0,"100%",NA,NA,NA,0.282,195,53,4,13.7,1512026,23296.39,85425.197740113
"1110","31R063","Marsh Avenue Expeditionary Learning School - MAELS","STATEN IS"," 6-8",40.581315,-74.158589,421,606,17.8,31.4,29,21.9,50.8,40,11,0,0.0239651416122004,"89%",0.91,1,1,0.39,459,170,8.6,27,2917460,20869.7,81951.1235955056
"1111","31R065","P.S. 65 The Academy of Innovative Learning","STATEN IS","PK-5",40.633666,-74.078337,194,607,11.9,13.4,46.4,28.4,74.7,10,0,0,0,"91%",1,1,1,0.607,394,240,6,24.6,2689760,25766.14,87900.6535947712
"1112","31R068","Port Richmond School for Visionary Learning","STATEN IS","PK-2",40.624781,-74.142526,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,"100%",NA,NA,NA,0.809,116,90,2,8,1212045,24337.51,121204.5
"1113","31R069","P.S. 069 Daniel D. Tompkins","STATEN IS","PK-5",40.59148,-74.157327,469,602,21.1,26.4,30.9,21.5,52.5,100,0,1,0,"63%",1,1,1,0.581,917,526,20.7,83.2,8870137,31978.47,85371.8671799807
"1114","31R072","Police Officer Rocco Laurie Intermediate School (I.S. 72)","STATEN IS"," 6-8",40.593005,-74.158988,1309,602,27.1,27.2,26.1,19.6,45.7,100,20,0,0.0141242937853107,"94%",0.83,0.87,0.9,0.648,1416,912,20.5,86,10137388,22924.44,95186.7417840376
"1115","31R074","P.S. 74 Future Leaders Elementary School","STATEN IS","K-5",40.638993,-74.079438,172,591,44.2,29.7,15.7,10.5,26.2,NA,0,0,0,"55%",NA,NA,NA,0.917,312,284,7,22,2178631,27822.88,75125.2068965517
"1116","31R075","Frank D. Paulo (I.S. 75)","STATEN IS"," 6-8",40.54438,-74.197897,1294,609,16.1,25.5,27.2,31.2,58.4,50,23,1,0.0167760758570387,"98%",0.97,0.97,0.97,0.39,1371,530,18.5,94.4,10416804,25127.97,92265.7573073516
"1117","31R078","P.S. 78","STATEN IS","PK-5",40.622415,-74.079228,396,584,58.8,27.3,10.6,3.3,13.9,100,0,0,0,"89%",1,0.9,0.9,0.95,810,779,20,55,6034027,27051.93,80453.6933333333
"1118","31R080","The Michael J. Petrides School","STATEN IS"," PK-12",40.608517,-74.102078,477,603,22.4,27.5,25.8,24.3,50.1,100,10,0,0.00761614623000762,"75%",0.94,0.88,0.88,0.482,1277,603,14.7,76.4,7539516,21762.93,82760.8781558727
"1119","31R861","The Staten Island School of Civic Leadership","STATEN IS"," PK-8",40.620676,-74.164277,581,602,23.4,30.1,27,19.4,46.5,100,6,0,0.00662251655629139,"86%",1,0.92,1,0.787,888,698,4.7,61.2,5912018,23164.61,89711.9575113809
"1120","32K045","Horace E. Greene (P.S./I.S. 45K)","BROOKLYN "," PK-8",40.686746,-73.910693,357,593,40.6,30.8,19.9,8.7,28.6,20,3,0,0.00440528634361234,"73%",0.38,0.63,0.88,0.834,640,524,14,36,4246698,23086.43,84933.96
"1121","32K075","P.S. 075 Mayda Cortiella","BROOKLYN","PK-5",40.693261,-73.921336,149,587,53.7,27.5,14.8,4,18.8,100,0,0,0,"48%",NA,NA,NA,0.92,317,291,3,30,2851830,29150.11,86419.0909090909
"1122","32K086","P.S. 086 The Irvington","BROOKLYN","K-5",40.700595,-73.917804,150,596,35.3,26,26,12.7,38.7,10,0,0,0,"97%",1,1,1,0.95,384,377,7.2,25,2827568,26837.03,87812.6708074534
"1123","32K106","P.S. 106 Edward Everett Hale","BROOKLYN","PK-5",40.693318,-73.913378,193,590,50.3,26.4,13.5,9.8,23.3,10,0,0,0,"95%",NA,NA,NA,0.95,399,382,9,33,3521332,29575.86,83841.2380952381
"1124","32K116","P.S. 116 Elizabeth L Farrell","BROOKLYN","K-5",40.698077,-73.916563,207,592,43.5,24.6,18.4,13.5,31.9,10,1,0,0.00253164556962025,"92%",1,1,1,0.896,395,351,16,21,2151864,30260.5,58158.4864864865
"1125","32K123","P.S. 123 Suydam","BROOKLYN","PK-5",40.704076,-73.922388,303,593,40.9,26.7,24.1,8.3,32.3,10,0,0,0,"100%",1,1,1,0.95,592,574,9,44,4584550,25788.75,86500.9433962264
"1126","32K145","P.S. 145 Andrew Jackson","BROOKLYN","PK-5",40.701107,-73.932388,269,592,39,28.6,22.3,10,32.3,10,0,0,0,"88%",1,1,1,0.917,530,485,8,39,3883825,25814.8,82634.5744680851
"1127","32K151","P.S. 151 Lyndon B. Johnson","BROOKLYN","PK-5",40.693432,-73.908242,118,593,34.7,35.6,22.9,6.8,29.7,10,0,0,0,"69%",NA,NA,NA,0.95,275,263,5,23,2529308,28830.9,90332.4285714286
"1128","32K162","Willoughby School (J.H.S. 162)","BROOKLYN "," 6-8",40.707229,-73.919805,338,595,41.7,36.4,17.2,4.7,21.9,20,7,0,0.0194444444444444,"97%",0.8,0.9,1,0.903,360,325,13.2,23,2410225,27309.55,66580.8011049724
"1129","32K274","P.S. 274 Kosciusko","BROOKLYN","PK-5",40.694179,-73.92818,185,592,44.3,18.9,21.1,15.7,36.8,10,0,0,0,"86%",NA,NA,NA,0.95,388,375,5,24,2366830,26516.38,81614.8275862069
"1130","32K291","Roland Hayes (J.H.S. 291)","BROOKLYN "," 6-8",40.695362,-73.915142,271,587,59,31,7.4,2.6,10,50,3,0,0.0107142857142857,"100%",1,1,1,0.95,280,271,9,21,2547538,29669.71,84917.9333333333
