DBN,School Name,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,School Type,Student Enrollment,Full Time certified STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Building Code,Mbps Bandwidth,Local School Code,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Total Teacher Response Rate,a.agree,b.agree,c.agree,3rd Mean Scale Score,3rd % Level 1,3rd % Level 2,3rd % Level 3,3rd % Level 4,3rd % Level 3+4,4th Mean Scale Score,4th % Level 1,4th % Level 2,4th % Level 3,4th % Level 4,4th % Level 3+4,5th Mean Scale Score,5th % Level 1,5th % Level 2,5th % Level 3,5th % Level 4,5th % Level 3+4,Gradespan,Address,Latitude,Longitude,% Poverty,Economic Need Index
07X161,P.S. 161 Juan Ponce De Leon School,1,0,0,1,Elementary (K-5),523,0,0,0,X161,100,X161,455,439,7,37,4075348,28693.79,94,,,,590.4310303,37.93103409,22.41379356,27.58620644,12.06896591,39.65517426,593.557373,36.06557465,24.59016418,27.86885262,11.47540951,39.34426117,588.0508423,55.9322052,23.72881317,20.33898354,0,20.33898354,3K-5,"628 TINTON AVENUE, BRONX NY 10455",40.814168,-73.905233,0.95,0.934
08X014,P.S. X014 Senator John Calandra,6,0,0,6,Elementary (K-5),547,0,0,0,X014,100,X014,547,369,5,35,3362147,21443.5,100,88,100,100,599.0782471,25.21739197,19.13043404,33.04347992,22.60869598,55.65217209,604.2653198,14.28571415,28.5714283,25.51020432,31.63265228,57.1428566,600.7647095,24.70588303,25.88235283,32.94117737,16.47058868,49.41176605,K-5,"3047 BRUCKNER BOULEVARD, BRONX NY 10461",40.835318,-73.826277,0.686,0.522
09X011,P.S. 011 Highbridge,6,0,0,6,Elementary (K-5),597,0,0,0,X011,100,X011,597,557,6,44,4548673,28020.56,49,,,,597.9869995,27.27272797,25.97402573,28.5714283,18.18181801,46.75324631,586.9195557,44.82758713,35.63218307,12.64367771,6.896551609,19.5402298,592.7340698,46.80850983,25.53191566,18.0851059,9.574467659,27.65957451,K-5,"1257 OGDEN AVENUE, BRONX NY 10452",40.839693,-73.92589,0.938,0.95
09X070,P.S. 070 Max Schoenfeld,5,0,0,5,Elementary (K-5),1227,0,0,0,X070,100,X070,1227,1181,15,76,7973959,22384.96,99,71,71,86,589.3959351,43.6548233,19.79695511,28.42639542,8.121827126,36.54822159,586.4154053,53.33333206,27.69230843,13.84615421,5.128205299,18.97435951,586.6513672,55.96330261,27.52293587,13.30275249,3.211009264,16.51376152,K-5,"1691 WEEKS AVENUE, BRONX NY 10457",40.844236,-73.90807,0.95,0.95
09X199,P.S. 199X - The Shakespeare School,6,0,0,6,Elementary (K-5),749,0,0,0,X104,20,X199,695,678,13,45,4821482,24330.98,67,86,86,86,590.4240112,41.59999847,24,20.79999924,13.60000038,34.40000153,591.0490112,44.11764526,25.49019623,18.62745094,11.76470566,30.3921566,589.9645996,49.55752182,28.31858444,17.69911575,4.424778938,22.12389374,PK-5,"1449 SHAKESPEARE AVENUE, BRONX NY 10452",40.843453,-73.920826,0.95,0.95
09X204,P.S. 204 Morris Heights,2,0,0,2,Elementary (K-5),630,0,0,0,X338,100,X204,594,506,5.5,38,3828355,23009.23,98,100,100,100,600.1546631,17.525774,26.80412292,40.20618439,15.46391773,55.67010498,604.7521973,7.964601994,40.70796585,23.89380455,27.43362808,51.32743454,604.5420532,23.36448669,25.23364449,25.23364449,26.16822433,51.40187073,PK-5,"1780 DR. MARTIN LUTHER KING JR. BLVD, BRONX NY 10453",40.849416,-73.915217,0.868,0.922
09X236,P.S. 236 Langston Hughes,6,0,0,6,Elementary (K-5),291,0,0,0,X173,100,X236,276,268,4.5,26,2759900,28547.07,97,,,,591.6383057,36.17021179,29.78723335,25.53191566,8.510638237,34.04255295,600.3800049,14,40,32,14,46,589.1738892,56.52173996,34.78260803,8.695652008,0,8.695652008,PK-5,"1871 WALTON AVENUE, BRONX NY 10453",40.848907,-73.909936,0.95,0.931
10X008,P.S. 008 Isaac Varian,4,0,0,4,Elementary (K-5),1001,0,0,0,X008,100,X008,1001,869,15,66,6632489,23883.07,89,91,91,100,587.1878662,45.45454407,29.69696999,21.21212196,3.636363745,24.84848404,590.366272,42.4418602,29.6511631,19.7674427,8.13953495,27.9069767,592.4151001,43.39622498,30.18867874,16.35220146,10.06289291,26.41509438,K-5,"3010 BRIGGS AVENUE, BRONX NY 10458",40.872259,-73.883339,0.876,0.868
10X032,P.S. 032 Belmont,5,0,0,5,Elementary (K-5),819,0,0,0,X032,100,X032,784,776,25,45,5378706,23973.77,86,88,75,75,585.0139771,53.1468544,25.87412643,15.38461494,5.594405651,20.97902107,583.1591187,58.33333206,26.51515198,11.36363602,3.787878752,15.15151501,580.2307739,72.30769348,19.23077011,7.692307472,0.769230783,8.461538315,PK-5,"690 EAST 183 STREET, BRONX NY 10458",40.851724,-73.88622,0.95,0.95
10X086,P.S. 086 Kingsbridge Heights,7,0,0,7,Elementary (K-5),1669,0,0,0,X086,100,X086,1629,1427,36,82.2,10444079,21428.21,98,100,100,100,596.9834595,29.75206566,28.51239586,21.07438087,20.66115761,41.73553848,601.5516968,25.43103409,28.87931061,14.65517235,31.03448296,45.6896553,596.5895996,37.73584747,25.94339561,25,11.320755,36.320755,PK-6,"2756 RESERVOIR AVENUE, BRONX NY 10468",40.869061,-73.897066,0.887,0.926
10X159,P.S. 159 Luis Munoz Marin Biling,6,0,0,6,Elementary (K-5),193,0,0,0,X159,100,X159,193,166,1,13,1324749,24292,100,,,,589.043457,50,19.56521797,23.91304398,6.521739006,30.43478203,591.1304321,34.78260803,39.13043594,21.73913002,4.347826004,26.08695602,594.0526123,36.84210587,31.57894707,26.31579018,5.263157845,31.57894707,K-5,"2315 WASHINGTON AVENUE, BRONX NY 10458",40.85568,-73.893136,0.865,0.931
10X205,P.S. 205 Fiorello LaGuardia,4,0,0,4,Elementary (K-5),1019,0,0,0,X205,100,,,,,,,,96,100,100,100,588.5906982,47.15026093,24.35233116,21.76165771,6.735751152,28.49740982,593.3181763,33.76623535,35.7142868,22.72727203,7.792207718,30.51947975,589.7724609,51.49700546,29.34131813,15.56886196,3.592814445,19.16167641,K-5,"2475 SOUTHERN BOULEVARD, BRONX NY 10458",40.855759,-73.881753,0.908,0.95
10X209,P.S. 209,3,0,0,3,Elementary (K-5),256,0,0,0,X209,100,X209,220,210,10,15,1602217,26060.4,92,,,,,,,,,,,,,,,,,,,,,,PK-2,"313 EAST 183RD STREET, BRONX NY 10458",40.856834,-73.897635,0.945,0.94
10X246,P.S. 246 Poe Center,4,0,0,4,Elementary (K-5),736,0,0,0,X843,20,X246,736,690,19.5,39,4998444,23838.42,78,83,83,83,585.8846436,52.30769348,24.61538506,18.46153831,4.615384579,23.07692337,583.4796753,59.34959412,21.95121956,13.00813007,5.691056728,18.69918633,585.7318726,61.59420395,24.63768196,7.246376991,6.521739006,13.768116,K-5,"2641 GRAND CONCOURSE, BRONX NY 10468",40.865972,-73.8953,0.938,0.948
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",6,0,0,6,K-8,1092,6,0,0.005494505,X279,100,X279,1092,1029,20,60,6470249,22592.05,100,100,100,100,588.3739014,47.82608795,26.95652199,17.39130402,7.826086998,25.21739197,588.3894043,49.55752182,25.66371727,15.04424763,9.734513283,24.77876091,594.5703125,39.84375,33.59375,17.1875,9.375,26.5625,K-8,"2100 WALTON AVENUE, BRONX NY 10453",40.854666,-73.904958,0.95,0.95
10X306,P.S. 306,6,0,0,6,Elementary (K-5),692,0,0,0,X306,100,X306,692,617,6,48,4317416,24551.72,83,80,80,80,587.9380493,45.13274384,31.85840797,15.92920399,7.079646111,23.0088501,587.5158691,48.41269684,26.98412704,15.8730154,8.730158806,24.60317421,588.3110962,52.59259415,25.18518448,16.29629707,5.925925732,22.22222137,K-5,"40 WEST TREMONT AVENUE, BRONX NY 10453",40.850722,-73.910827,0.902,0.95
10X307,Luisa Pineiro Fuentes School of Science and Discov,4,0,0,4,Elementary (K-5),385,1,0,0.002597403,X886,100,,,,,,,,74,100,88,100,588.446167,49.23077011,21.53846169,24.61538506,4.615384579,29.23077011,588.3508911,50.87719345,31.57894707,12.28070164,5.263157845,17.54385948,591.2264404,45.28302002,24.52830124,22.64151001,7.547169685,30.18867874,K-5,"124 EAMES PLACE, BRONX NY 10468",40.869142,-73.901821,0.87,0.905
10X310,P.S. 310 Marble Hill,1,0,0,1,Elementary (K-5),749,0,0,0,X122,100,X310,677,646,16.9,40,4527467,22693.97,95,,,,596.1166382,28.33333397,29.16666603,27.5,15,42.5,588.4000244,48.18181992,31.81818199,10.909091,9.090909004,20,596.7700195,38,28,20,14,34,PK-5,"260 W KINGSBRIDGE RD, BRONX NY 10463",40.872477,-73.905547,0.95,0.885
10X382,"Elementary School for Math, Science, and Technolog",4,0,0,4,Elementary (K-5),273,0,0,0,X079,100,,,,,,,,100,,,,587.7021484,48.93616867,27.65957451,17.02127647,6.382978916,23.40425491,586.3653564,46.15384674,36.53845978,11.53846169,5.769230843,17.30769157,590.7000122,50,22.5,15,12.5,27.5,K-5,"125 EAST 181 STREET, BRONX NY 10453",40.855337,-73.903139,0.95,0.95
11X160,P.S. 160 Walt Disney,6,0,0,6,Elementary (K-5),410,0,0,0,X160,100,X160,357,252,21.5,21,2983979,29710.49,93,,,,597.3214111,17.8571434,32.1428566,41.07143021,8.928571701,50,588.7825928,45.65217209,34.78260803,17.39130402,2.173913002,19.56521797,594.4629517,35.18518448,31.48148155,22.22222137,11.11111069,33.33333206,PK-5,"4140 HUTCHINSON RIVER PKWAY EA, BRONX NY 10475",40.864073,-73.823816,0.724,0.581
11X178,P.S. 178 - Dr. Selman Waksman,5,0,0,5,Elementary (K-5),435,0,0,0,X178,100,X178,435,350,9.2,33,3104482,29285.58,86,,,,593.4857178,38.57143021,30,24.2857151,7.142857075,31.4285717,589.5180664,40.96385574,40.96385574,10.8433733,7.228915691,18.07228851,589.7738037,50,32.1428566,13.09523773,4.761904716,17.8571434,K-5,"850 BAYCHESTER AVENUE, BRONX NY 10475",40.874035,-73.831669,0.809,0.599
11X483,The Matilda Avenue School,3,0,0,3,Elementary (K-5),125,0,0,0,X314,100,X483,125,105,2,8,980107,20792.79,100,,,,,,,,,,,,,,,,,,,,,,K-3,"4520 MATILDA AVENUE, BRONX NY 10470",40.901436,-73.854402,0.848,0.782
12X150,P.S. 150 Charles James Fox,2,0,0,2,Elementary (K-5),857,0,0,0,X150,10,X150,822,775,9,56,5721733,24210.94,85,100,100,82,589.5625,39.0625,29.6875,20.3125,10.9375,31.25,588.2153931,46.92307663,30,15.38461494,7.692307472,23.07692337,592.5062256,46.25,24.375,20,9.375,29.375,PK-5,"920 EAST 167 STREET, BRONX NY 10459",40.82471,-73.894349,0.95,0.943
13K011,P.S. 011 Purvis J. Behan,5,0,0,5,Elementary (K-5),894,0,0,0,K011,10,K011,822,381,23,26,4405969,17950.39,64,100,100,100,618.2571411,4.285714149,14.28571415,23.5714283,57.8571434,81.42857361,614.3009033,5.309734344,18.58407021,23.89380455,52.2123909,76.10619354,609.5144653,10.14492798,23.91304398,37.68115997,28.26086998,65.94203186,PK-5,"419 WAVERLY AVENUE, BROOKLYN NY 11238",40.685896,-73.96589,0.456,0.477
13K307,P.S. 307 Daniel Hale Williams,3,0,0,3,Elementary (K-5),366,0,0,0,K307,100,K307,323,267,10,35,3747835,32375.87,48,,,,587.0222168,55.55555725,20,20,4.444444656,24.44444466,590.0377197,37.73584747,33.96226501,26.41509438,1.886792421,28.30188751,596,42.8571434,17.1428566,25.7142849,14.28571415,40,PK-5,"209 YORK STREET, BROOKLYN NY 11201",40.701789,-73.981599,0.792,0.825
14K016,P.S. 016 Leonard Dunkly,4,0,0,4,Elementary (K-5),223,0,0,0,K016,10,K016,211,192,4.2,15,1652986,30148.16,100,,,,589.75,45,20,30,5,35,586.1714478,57.1428566,20,20,2.857142925,22.8571434,589.2120972,45.45454407,36.36363602,15.15151501,3.030303001,18.18181801,PK-5,"157 WILSON STREET, BROOKLYN NY 11211",40.706069,-73.962049,0.924,0.95
14K084,P.S. 084 Jose De Diego,6,0,0,6,K-8,793,1,0,0.001261034,K084,100,K084,724,360,21,63,6803094,26892.08,92,100,100,100,595.25,33.33333206,25,26.38888931,15.27777767,41.66666794,602.7653198,11.22449017,30.61224556,34.69387817,23.46938705,58.16326523,600.652771,26.38888931,30.55555534,25,18.05555534,43.05555725,PK-8,"250 BERRY STREET, BROOKLYN NY 11211",40.715089,-73.963808,0.485,0.58
14K132,P.S. 132 The Conselyea School,5,0,0,5,Elementary (K-5),723,0,0,0,K132,20,K132,651,277,6,39,4005900,20212.51,93,,,,605.6853638,20.22472,19.10112381,28.08988762,32.58427048,60.67415619,605.3270874,12.14953232,30.84112167,29.90654182,27.10280418,57.00934601,611.3571167,2.380952358,15.47619057,50,32.1428566,82.14286041,PK-5,"320 MANHATTAN AVENUE, BROOKLYN NY 11211",40.714772,-73.945663,0.429,0.537
14K147,P.S. 147 Isaac Remsen,6,0,0,6,Elementary (K-5),360,0,0,0,K147,100,K147,303,226,2,27,2713878,24462.97,97,,,,599.3713989,28.5714283,11.4285717,54.2857132,5.714285851,60,601.8386841,19.35483932,29.03225899,29.03225899,22.58064461,51.61290359,589.3703613,55.55555725,18.51851845,25.92592621,0,25.92592621,PK-5,"325 BUSHWICK AVENUE, BROOKLYN NY 11206",40.705005,-73.93879,0.731,0.785
14K196,P.S. 196 Ten Eyck,6,0,0,6,Elementary (K-5),317,0,0,0,K196,50,K196,295,257,7.2,24,2435751,29818.79,100,,,,602.277771,19.44444466,19.44444466,30.55555534,30.55555534,61.11111069,592.8250122,35,37.5,20,7.5,27.5,586.68573,62.8571434,22.8571434,14.28571415,0,14.28571415,PK-5,"207 BUSHWICK AVENUE, BROOKLYN NY 11206",40.708804,-73.939385,0.88,0.884
14K414,Brooklyn Arbor Elementary School,6,0,0,6,Elementary (K-5),597,0,0,0,K019,50,K414,561,353,10,33,3414415,20743.87,91,,,,605.916687,12.5,13.54166698,43.75,30.20833397,73.95833588,596.3936157,30.85106468,27.65957451,19.14893532,22.34042549,41.48936081,599.947937,31.25,22.91666603,22.91666603,22.91666603,45.83333206,PK-5,"325 SOUTH 3 STREET, BROOKLYN NY 11211",40.710107,-73.954678,0.628,0.616
15K029,P.S. 029 John M. Harrigan,4,0,0,4,Elementary (K-5),927,0,0,0,K029,200,K029,891,102,8,51,5145032,18961.36,76,100,88,88,613.8031616,3.149606228,10.23622036,37.79527664,48.81889725,86.61417389,611.8823242,7.563024998,9.243697166,30.25209999,52.94117737,83.19327545,610.9504395,16.52892494,9.917355537,30.57851219,42.97520828,73.55371857,PK-5,"425 HENRY STREET, BROOKLYN NY 11201",40.686843,-73.997447,0.123,0.114
15K107,P.S. 107 John W. Kimball,6,0,0,6,Elementary (K-5),567,0,0,0,K107,10,K107,567,43,5.6,32,3287653,19121.19,81,100,100,100,618.3132324,2.409638643,6.024096489,25.30120468,66.26506042,91.56626129,616.1304321,1.086956501,15.21739101,30.43478203,53.26086807,83.69565582,618.3522949,0,7.954545498,36.36363602,55.68181992,92.04545593,K-5,"1301 8 AVENUE, BROOKLYN NY 11215",40.662945,-73.981181,0.079,0.093
15K130,P.S. 130 The Parkside,5,0,0,5,Elementary (K-5),832,0,0,0,K130,10,K130,760,307,16,44,5364000,22887.13,98,,,,605.7129517,4.629629612,27.77777863,41.66666794,25.92592621,67.59259033,602.604187,17.70833397,33.33333206,20.83333397,28.125,48.95833206,608.8444214,11.11111069,18.88888931,37.77777863,32.22222137,70,PK-5,"70 OCEAN PARKWAY, BROOKLYN NY 11218",40.648924,-73.976053,0.411,0.485
15K516,Sunset Park Avenues Elementary School,5,0,0,5,Elementary (K-5),432,0,0,0,K333,100,K516,373,332,18,20.6,3136181,22123.7,95,,,,592.9833374,36.66666794,23.33333397,31.66666603,8.333333015,40,592.5,31.57894707,52.63158035,7.894736767,7.894736767,15.78947353,,,,,,,PK-5,"4222 4TH AVENUE, BROOKLYN NY 11232",40.650793,-74.008106,0.877,0.843
15K676,Red Hook Neighborhood School,6,0,0,6,Elementary (K-5),193,0,0,0,K027,10,K676,178,176,6,11,1399695,27579.86,69,,,,578.7297363,64.86486816,18.91891861,13.51351357,2.702702761,16.21621704,580.708313,58.33333206,25,12.5,4.166666508,16.66666603,578,81.25,15.625,0,3.125,3.125,PK-5,"27 HUNTINGTON STREET, BROOKLYN NY 11231",40.677914,-74.005151,0.95,0.949
16K005,P.S. 005 Dr. Ronald Mcnair,6,0,0,6,Elementary (K-5),208,0,0,0,K005,50,,,,,,,,100,50,50,50,591.0769043,42.30769348,15.38461494,34.61538315,7.692307472,42.30769348,592.2857056,38.09523773,19.04761887,28.5714283,14.28571415,42.8571434,590.5714111,42.8571434,38.09523773,14.28571415,4.761904716,19.04761887,3K-5,"820 HANCOCK STREET, BROOKLYN NY 11233",40.685241,-73.92197,0.894,0.856
16K025,P.S. 025 Eubie Blake School,5,0,0,5,Elementary (K-5),102,0,0,0,K025,100,K025,94,94,1,16,1314954,49902.67,88,,,,613.5999756,6.666666508,13.33333302,33.33333206,46.66666794,80,604.2999878,20,20,30,30,60,605.625,18.75,12.5,37.5,31.25,68.75,PK-5,"787 LAFAYETTE AVENUE, BROOKLYN NY 11221",40.691472,-73.940749,0.95,0.95
16K040,P.S. 040 George W. Carver,6,0,0,6,Elementary (K-5),318,0,0,0,K040,50,K040,283,247,1,23,2365299,25798.42,100,100,100,100,604.4146118,21.95121956,17.07317162,21.95121956,39.02439117,60.97560883,605.7958984,10.20408154,26.53061295,30.61224556,32.65306091,63.26530457,605.2438965,29.26829338,17.07317162,21.95121956,31.70731735,53.658535,3K-5,"265 RALPH AVENUE, BROOKLYN NY 11233",40.680239,-73.921099,0.881,0.921
16K335,P.S. 335 Granville T. Woods,6,0,0,6,Elementary (K-5),246,0,0,0,K335,10,K335,229,206,0,26,2312221,30769.03,93,80,80,80,595.7999878,17.1428566,34.2857132,37.1428566,11.4285717,48.57143021,591.2702637,37.83783722,29.72973061,13.51351357,18.91891861,32.43243408,590.7714233,40,37.1428566,20,2.857142925,22.8571434,PK-5,"130 ROCHESTER AVENUE, BROOKLYN NY 11213",40.674491,-73.928673,0.911,0.9
16K627,Brighter Choice Community School,1,0,0,1,Elementary (K-5),303,0,0,0,K304,10,K627,266,231,11,10,1885495,22459.41,91,100,100,100,598.3499756,27.5,20,40,12.5,52.5,597.5806274,25.8064518,25.8064518,35.48387146,12.9032259,48.38709641,595.5675659,40.54053879,18.91891861,18.91891861,21.62162209,40.54053879,3K-5,"280 HART STREET, BROOKLYN NY 11206",40.693654,-73.941278,0.845,0.803
17K006,Norma Adams Clemons Academy,6,0,0,6,Elementary (K-5),667,0,1,0,K006,10,K006,667,563,10.2,48,4630152,25622.8,66,100,100,100,588.625,50,15,25.83333397,9.166666985,35,585.2166748,58.33333206,23.33333397,7.5,10.83333302,18.33333397,589,54.16666794,32.29166794,10.41666698,3.125,13.54166698,K-5,"43 SNYDER AVENUE, BROOKLYN NY 11226",40.648973,-73.956279,0.868,0.881
17K241,P.S. 241 Emma L. Johnston,6,0,0,6,Elementary (K-5),521,0,0,0,K241,20,K241,464,412,4,34,3209580,23333.73,69,,,,601.0126343,18.98734093,15.1898737,40.50632858,25.31645584,65.82278442,600.3561401,17.80821991,28.76712418,35.61643982,17.80821991,53.42465591,599.4819336,34.9397583,20.48192787,24.09638596,20.48192787,44.57831192,PK-5,"976 PRESIDENT STREET, BROOKLYN NY 11225",40.668913,-73.960924,0.881,0.801
17K289,P.S. 289 George V. Brower,4,0,0,4,Elementary (K-5),394,0,0,0,K289,10,K289,361,288,1.9,31,3153361,30009.31,55,100,100,100,595.0645142,32.25806427,25.8064518,29.03225899,12.9032259,41.93548203,594.8793335,34.48275757,31.03448296,20.6896553,13.79310322,34.48275757,604.8813477,18.64406776,28.81355858,33.89830399,18.64406776,52.54237366,PK-5,"900 ST MARKS AVENUE, BROOKLYN NY 11213",40.674244,-73.942401,0.815,0.855
17K316,P.S. 316 Elijah Stroud,6,0,0,6,Elementary (K-5),539,0,0,0,K316,100,K316,494,334,14,32,4105349,26093.51,77,100,86,100,604.1392212,16.45569611,18.98734093,32.91139221,31.64556885,64.55696106,611.5818481,3.636363745,20,30.90909004,45.45454407,76.36363983,595.9799805,34,44,12,10,22,PK-5,"750 CLASSON AVENUE, BROOKLYN NY 11238",40.674685,-73.961418,0.672,0.647
17K375,P.S. 375 Jackie Robinson School,6,0,0,6,Elementary (K-5),387,1,0,0.002583979,K320,100,K375,360,334,1,34,2767081,31086.75,81,,,,591.3653564,40.38461685,23.07692337,28.84615326,7.692307472,36.53845978,589.9428711,41.42856979,32.8571434,20,5.714285851,25.7142849,591.3478394,46.37681198,33.33333206,14.49275398,5.797101498,20.28985596,PK-5,"46 MCKEEVER PLACE, BROOKLYN NY 11225",40.665199,-73.959484,0.928,0.856
18K066,P.S. 66,7,0,0,7,K-8,822,4,0,0.00486618,K066,10,K066,791,565,15.5,40,4716140,19797.32,89,100,100,100,614.5571289,1.428571463,8.571428299,34.2857132,55.7142868,90,609.6842041,6.578947544,22.36842155,30.2631588,40.78947449,71.05263519,597.0978394,32.60869598,33.69565201,21.73913002,11.95652199,33.69565201,PK-8,"845 EAST 96 STREET, BROOKLYN NY 11236",40.648749,-73.907064,0.727,0.608
18K208,P.S. 208 Elsa Ebeling,6,0,0,6,Elementary (K-5),380,0,0,0,K208,10,K208,356,297,7.5,27.7,2758370,27908.09,59,,,,591.25,36.36363602,25,29.54545403,9.090909004,38.63636398,592.2203369,40.67796707,35.59321976,13.55932236,10.16949177,23.72881317,589.1911621,51.47058868,26.47058868,13.23529434,8.823529243,22.05882263,PK-5,"4801 AVENUE D, BROOKLYN NY 11203",40.6427,-73.930898,0.845,0.72
18K219,P.S. 219 Kennedy-King,5,0,0,5,Elementary (K-5),534,0,0,0,K219,10,K219,469,366,0,39,3479967,25894.93,46,80,80,80,588.7260132,47.94520569,23.28767204,23.28767204,5.479452133,28.76712418,592.5593262,45.76271057,23.72881317,18.64406776,11.86440659,30.50847435,586.6704712,64.77272797,15.909091,11.36363602,7.954545498,19.31818199,PK-5,"1060 CLARKSON AVENUE, BROOKLYN NY 11212",40.658834,-73.922296,0.801,0.834
18K233,P.S. 233 Langston Hughes,1,0,0,1,Elementary (K-5),457,0,0,0,K233,10,K233,411,353,3.2,34,3299269,25710.63,100,100,100,100,602.2174072,19.56521797,15.21739101,45.65217209,19.56521797,65.21739197,588.0270386,43.24324417,41.89189148,13.51351357,1.35135138,14.8648653,589.8059692,52.23880768,31.3432827,11.94029808,4.477612019,16.41790962,PK-5,"9301 AVENUE B, BROOKLYN NY 11236",40.651642,-73.914282,0.864,0.721
18K268,P.S. 268 Emma Lazarus,6,0,0,6,Elementary (K-5),383,0,0,0,K268,40,K268,348,305,10,23,2587590,23775.58,88,,,,595.4489746,32.65306091,22.44898033,28.5714283,16.32653046,44.89796066,593.8200073,32,36,20,12,32,588.3499756,56.66666794,26.66666603,11.66666698,5,16.66666603,PK-5,"133 EAST 53 STREET, BROOKLYN NY 11203",40.657421,-73.92756,0.872,0.819
19K159,P.S. 159 Isaac Pitkin,4,0,0,4,Elementary (K-5),798,0,0,0,K159,10,K159,798,674,7.5,51,4583510,21723.81,100,,,,599.4821167,27.6785717,18.75,31.25,22.3214283,53.57143021,596.3307495,36.15384674,30,13.84615421,20,33.84615326,591.3862305,52.41379166,19.3103447,17.93103409,10.34482765,28.27586174,K-5,"2781 PITKIN AVENUE, BROOKLYN NY 11208",40.676111,-73.869705,0.857,0.899
19K306,P.S. 306 Ethan Allen,6,0,0,6,Elementary (K-5),329,0,0,0,K306,50,K306,298,287,4.2,24,2748352,33875.24,90,,,,588.8261108,45.65217209,34.78260803,15.21739101,4.347826004,19.56521797,597.7872314,17.02127647,38.29787064,36.17021179,8.510638237,44.68085098,583.2241211,65.51724243,24.13793182,1.724137902,8.620689392,10.34482765,PK-5,"970 VERMONT STREET, BROOKLYN NY 11207",40.65534,-73.88662,0.95,0.95
19K325,The Fresh Creek School,6,0,0,6,Elementary (K-5),211,0,0,0,K260,10,K325,196,185,3,15,1374586,26624.5,83,,,,601.25,9.375,28.125,50,12.5,62.5,594.7142944,39.2857132,28.5714283,17.8571434,14.28571415,32.1428566,595.5142822,37.1428566,31.4285717,25.7142849,5.714285851,31.4285717,PK-5,"875 WILLIAMS AVENUE, BROOKLYN NY 11207",40.653368,-73.893294,0.943,0.915
19K328,P.S. 328 Phyllis Wheatley,6,0,0,6,Elementary (K-5),289,0,0,0,K328,50,K328,258,253,2.9,24,2911659,33507.97,77,,,,581.666687,76.66666412,16.66666603,3.333333254,3.333333254,6.666666508,597.2045288,29.54545403,34.09090805,15.909091,20.45454597,36.36363602,583.7272949,66.66666412,12.12121201,15.15151501,6.060606003,21.21212196,PK-5,"330 ALABAMA AVENUE, BROOKLYN NY 11207",40.667985,-73.898249,0.95,0.95
19K345,P.S. 345 Patrolman Robert Bolden,6,0,0,6,Elementary (K-5),535,0,0,0,K345,20,K345,502,427,7,38,3385007,26096.5,76,80,,80,590.6781616,43.67816162,25.28735542,17.24137878,13.79310322,31.03448296,587.2988281,51.72413635,21.83908081,17.24137878,9.195402145,26.43678093,594.7316895,43.90243912,21.95121956,18.29268265,15.85365868,34.14634323,PK-5,"111 BERRIMAN STREET, BROOKLYN NY 11208",40.676207,-73.879886,0.86,0.9
20K030,P.S./I.S. 30 Mary White Ovington,7,0,2,5,K-8,911,9,0,0.009879254,K331,40,K030,911,729,26,43,6597795,21552.59,85,75,75,75,602.4019775,23.52941132,15.68627453,26.47058868,34.31372452,60.7843132,601.3431396,23.52941132,24.50980377,24.50980377,27.45098114,51.96078491,,,,,,,K-8,"7002 4TH AVENUE, BROOKLYN NY 11209",40.633598,-74.02395,0.806,0.761
20K104,P.S./I.S. 104 The Fort Hamilton School,6,0,0,6,K-8,1265,3,1,0.002371542,K104,30,K104,1265,810,12.5,63,6483512,19722.7,84,100,100,,612.7350464,6.837606907,12.82051277,34.18803406,46.15384674,80.3418808,614.2149658,12.14953232,16.82242966,21.495327,49.53271103,71.02803802,610.9295654,19.7183094,18.30985832,21.12676048,40.84506989,61.97183228,K-8,"9115 5 AVENUE, BROOKLYN NY 11209",40.618077,-74.028492,0.644,0.55
20K105,P.S. 105 The Blythebourne,6,0,0,6,Elementary (K-5),1507,0,0,0,K105,100,K105,1507,1327,21.2,76,8135707,19829.52,91,100,63,100,609.9685059,8.661417007,13.77952766,38.18897629,39.37007904,77.55905151,619.0042114,2.953586578,13.50210953,21.0970459,62.447258,83.54430389,621.675354,4.329004288,10.38961029,27.27272797,58.00865936,85.28138733,K-5,"1031 59 STREET, BROOKLYN NY 11219",40.63332,-74.003635,0.898,0.927
20K112,P.S. 112 Lefferts Park,6,0,0,6,Elementary (K-5),681,0,1,0,K112,10,K112,661,470,17.9,35.5,4357149,21791.01,96,100,100,100,606.4050903,10.12658215,20.25316429,36.7088623,32.91139221,69.62025452,607.8620605,9.195402145,32.18390656,22.98850632,35.63218307,58.62068939,610.2727051,17.17171669,13.13131332,32.32323074,37.37373734,69.69696808,PK-5,"7115 15 AVENUE, BROOKLYN NY 11228",40.619417,-74.000565,0.721,0.756
