DBN,School Name,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,School Type,Student Enrollment,Full Time certified STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Building Code,Mbps Bandwidth,Local School Code,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Total Teacher Response Rate,a.agree,b.agree,c.agree,3rd Mean Scale Score,3rd % Level 1,3rd % Level 2,3rd % Level 3,3rd % Level 4,3rd % Level 3+4,4th Mean Scale Score,4th % Level 1,4th % Level 2,4th % Level 3,4th % Level 4,4th % Level 3+4,5th Mean Scale Score,5th % Level 1,5th % Level 2,5th % Level 3,5th % Level 4,5th % Level 3+4,Gradespan,Address,Latitude,Longitude,% Poverty,Economic Need Index
14K031,P.S. 031 Samuel F. Dupont,,,,,Elementary (K-5),592,0,0,0,K031,100,K031,508,382,6.9,35,3802590,21628.99,78,88,88,88,608.2692261,5.128205299,20.5128212,43.58974457,30.76922989,74.35897064,612.9538574,6.153846264,24.61538506,16.92307663,52.30769348,69.2307663,616.2548828,11.76470566,15.68627453,29.41176414,43.13725662,72.54901886,PK-5,"75 MESEROLE AVENUE, BROOKLYN NY 11222",40.72697,-73.954139,0.725,0.577
14K034,P.S. 034 Oliver H. Perry,,,,,Elementary (K-5),482,0,1,0,K034,10,K034,447,132,6.4,27,2944936,21744.56,91,,,,600.9047852,15.8730154,22.22222137,46.03174591,15.8730154,61.90476227,613.0350952,7.017543793,19.29824638,26.31579018,47.36841965,73.68421173,607.8793335,12.06896591,25.86206818,34.48275757,27.58620644,62.06896591,PK-5,"131 NORMAN AVENUE, BROOKLYN NY 11222",40.726378,-73.949756,0.29,0.391
14K059,P.S. 059 William Floyd,,,,,Elementary (K-5),312,0,0,0,K059,50,K059,283,266,9,18,2402406,27099.27,100,80,100,80,596.6170044,25.53191566,14.89361668,44.68085098,14.89361668,59.57446671,588.8809814,40.47618866,42.8571434,14.28571415,2.380952358,16.66666603,589.5714111,57.1428566,26.19047546,9.523809433,7.142857075,16.66666603,PK-5,"211 THROOP AVENUE, BROOKLYN NY 11206",40.697619,-73.943279,0.95,0.95
14K110,P.S. 110 The Monitor,,,,,Elementary (K-5),523,0,0,0,K110,10,K110,437,123,7.7,28,3056585,19308.57,100,100,100,100,602.8356323,8.2191782,30.13698578,43.83561707,17.80821991,61.64383698,601.8666382,15.55555534,31.11111069,31.11111069,22.22222137,53.33333206,597.5116577,39.53488541,20.930233,18.6046505,20.930233,39.53488541,PK-5,"124 MONITOR STREET, BROOKLYN NY 11222",40.723743,-73.941926,0.273,0.353
14K120,P.S. 120 Carlos Tapia,,,,,Elementary (K-5),415,0,0,0,K120,10,K120,369,325,8,24,2522234,24664.44,100,,,,597.5848999,32.07546997,18.86792374,26.41509438,22.64151001,49.05660248,597.4799805,28,30,26,16,42,596.9615479,30.76922989,34.61538315,21.15384674,13.46153831,34.61538315,PK-5,"18 BEAVER STREET, BROOKLYN NY 11206",40.700819,-73.937888,0.882,0.92
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,,,,,K-8,479,1,0,0.002087683,K157,50,,,,,,,,63,,,,598.8919067,21.62162209,27.02702713,29.72973061,21.62162209,51.35135269,589.6923218,35.89743423,43.58974457,15.38461494,5.128205299,20.5128212,587.7561035,51.21951294,31.70731735,17.07317162,0,17.07317162,PK-8,"850 KENT AVENUE, BROOKLYN NY 11205",40.695397,-73.959999,0.873,0.92
14K250,P.S. 250 George H. Lindsay,,,,,Elementary (K-5),488,0,0,0,K250,10,K250,453,358,2,33,3282904,24404.07,59,,,,590.8713989,44.2857132,22.8571434,22.8571434,10,32.8571434,591.5263062,38.94736862,29.47368431,22.10526276,9.473684311,31.57894707,589.131897,57.1428566,23.07692337,8.791209221,10.98901081,19.78022003,PK-5,"108 MONTROSE AVENUE, BROOKLYN NY 11206",40.706708,-73.945659,0.805,0.859
14K257,P.S. 257 John F. Hylan,,,,,Elementary (K-5),630,0,0,0,K257,10,K257,576,480,5.7,44,4186673,26318.59,100,,,,594.4390259,25.60975647,31.70731735,36.5853653,6.097560883,42.68292618,600.9603882,20.79207993,27.7227726,20.79207993,30.69306946,51.48514938,595.111084,34.56790161,28.39506149,29.62962914,7.407407284,37.0370369,PK-5,"60 COOK STREET, BROOKLYN NY 11206",40.702759,-73.941345,0.844,0.895
14K297,P.S. 297 Abraham Stockton,,,,,Elementary (K-5),223,0,0,0,K297,100,K297,205,189,4,15,1574986,32304.8,100,,,,598.8386841,12.9032259,38.70967865,38.70967865,9.677419662,48.38709641,585.4827881,55.17241287,31.03448296,13.79310322,0,13.79310322,590.4285889,51.02040863,28.5714283,16.32653046,4.081632614,20.40816307,PK-5,"700 PARK AVENUE, BROOKLYN NY 11206",40.697377,-73.948166,0.928,0.95
14K319,P.S. 319,,,,,Elementary (K-5),129,0,0,0,K319,10,K319,86,68,1,11,1097736,27417.5,92,,,,,,,,,,,,,,,,,,,,,,PK-1,"360 KEAP STREET, BROOKLYN NY 11211",40.709632,-73.953881,0.752,0.836
14K380,P.S. 380 John Wayne Elementary,,,,,Elementary (K-5),584,0,0,0,K380,100,K380,537,432,14,45,4631233,29773.3,98,,,,604.9024658,13.41463375,19.51219559,37.80487823,29.26829338,67.07317352,598.6144409,21.6867466,28.91566277,25.30120468,24.09638596,49.39759064,602.1785889,20.23809433,34.52381134,30.95238113,14.28571415,45.23809433,PK-5,"370 MARCY AVENUE, BROOKLYN NY 11206",40.70179,-73.953702,0.803,0.875
15K001,P.S. 001 The Bergen,,,,,Elementary (K-5),1294,0,0,0,K001,100,K001,1165,991,32,78,8871029,23661.91,61,70,90,100,591.7903442,34.40860367,29.56989288,30.10752678,5.913978577,36.02150726,596.0662842,24.30939293,37.01657486,24.30939293,14.36464119,38.67403412,595.3901367,39.56044006,31.31868172,18.68131828,10.43956089,29.12087822,PK-5,"309 47 STREET, BROOKLYN NY 11220",40.648959,-74.01142,0.863,0.897
15K010,"Magnet School of Math, Science and Design Technolo",,,,,Elementary (K-5),933,0,2,0,K010,100,,,,,,,,73,90,100,100,608.0546875,5.46875,12.5,54.6875,27.34375,82.03125,609.8806152,4.477612019,20.89552307,31.3432827,43.28358078,74.6268692,610.2038574,18.44660187,14.56310654,27.18446541,39.80582428,66.99028778,K-5,"511 7 AVENUE, BROOKLYN NY 11215",40.660912,-73.985946,0.241,0.33
15K015,P.S. 015 Patrick F. Daly,,,,,Elementary (K-5),497,0,0,0,K015,100,K015,417,324,6.9,40,4310097,29422.01,93,,,,593.7179565,23.07692337,41.0256424,30.76922989,5.128205299,35.89743423,591.0908813,32.72727203,49.09090805,16.36363602,1.818181872,18.18181801,595,34.21052551,42.10526276,15.78947353,7.894736767,23.68420982,PK-5,"71 SULLIVAN STREET, BROOKLYN NY 11231",40.677085,-74.011864,0.726,0.777
15K024,P.S. 024,,,,,Elementary (K-5),655,0,0,0,K024,10,K024,616,588,17,39,4796469,25502.97,100,86,86,86,585.8539429,55.05617905,24.71910095,14.60674191,5.617977619,20.22472,588.8979492,37.75510025,40.81632614,15.30612278,6.122448921,21.4285717,589.9400024,57,24,13,6,19,PK-5,"427 38 STREET, BROOKLYN NY 11232",40.652832,-74.004533,0.95,0.886
15K032,P.S. 032 Samuel Mills Sprole,,,,,Elementary (K-5),531,0,1,0,K032,100,K032,497,222,17.2,53,5422334,35138.89,90,100,83,67,606.9193726,12.9032259,22.58064461,29.03225899,35.48387146,64.51612854,614.392395,11.39240551,20.25316429,8.860759735,59.49367142,68.35443115,605.5999756,25.88235283,22.35294151,20,31.76470566,51.76470566,PK-5,"317 HOYT STREET, BROOKLYN NY 11231",40.680159,-73.991141,0.45,0.466
15K038,P.S. 038 The Pacific,,,,,Elementary (K-5),574,0,0,0,K038,10,K038,478,266,12,24,3161105,20182.1,64,,,,604.5134888,21.62162209,14.8648653,29.72973061,33.78378296,63.51351166,612,15.73033714,17.97752762,17.97752762,48.31460571,66.29213715,608.8181763,25.45454597,20,12.72727299,41.81818008,54.54545593,PK-5,"450 PACIFIC STREET, BROOKLYN NY 11217",40.684945,-73.982826,0.519,0.542
15K039,P.S. 039 Henry Bristow,,,,,Elementary (K-5),410,0,0,0,K039,10,K039,410,49,13.5,15,2008448,18587.95,52,,,,614.3521118,8.450704575,4.225352287,25.35211182,61.97183228,87.32394409,619.5254517,1.694915295,10.16949177,22.0338974,66.1016922,88.1355896,616.8599854,6,10,30,54,84,K-5,"417 6 AVENUE, BROOKLYN NY 11215",40.668644,-73.982909,0.137,0.182
15K058,P.S. 058 The Carroll,,,,,Elementary (K-5),993,0,0,0,K058,100,K058,939,100,13.5,52.4,5170802,18769.1,78,100,100,100,609.1824341,4.729729652,18.24324417,38.51351166,38.51351166,77.02702332,610.5285645,6.428571224,18.5714283,33.57143021,41.42856979,75,616.6282959,6.194690228,10.61946869,23.89380455,59.29203415,83.18584442,PK-5,"330 SMITH STREET, BROOKLYN NY 11231",40.680379,-73.995486,0.11,0.118
15K094,P.S. 094 The Henry Longfellow,,,,,Elementary (K-5),1380,0,0,0,K094,20,K094,1380,1358,37.5,60,7903314,20365.79,93,100,100,100,608.9788818,17.72151947,13.92405033,25.73839569,42.61603546,68.35443115,602.3925171,24.76635551,23.83177567,22.89719582,28.504673,51.40187073,605.0733032,27.15517235,17.24137878,20.6896553,34.91379166,55.60344696,K-5,"5010 6 AVENUE, BROOKLYN NY 11220",40.64373,-74.008795,0.95,0.948
15K118,The Maurice Sendak Community School,,,,,Elementary (K-5),307,0,0,0,K763,10,K118,259,37,9.7,9.3,1247295,18662.41,100,,,,616.9534912,0,6.976744175,34.8837204,58.139534,93.02325439,610.46875,0,15.625,46.875,37.5,84.375,,,,,,,PK-5,"211 8TH STREET, BROOKLYN NY 11215",40.671145,-73.987602,0.14,0.133
15K124,P.S. 124 Silas B. Dutcher,,,,,Elementary (K-5),344,0,0,0,K124,10,K124,297,213,11.5,18,2596444,24292.42,73,,,,602.777771,19.44444466,25,33.33333206,22.22222137,55.55555725,599.2000122,33.33333206,20,20,26.66666603,46.66666794,598.6216431,35.13513565,21.62162209,29.72973061,13.51351357,43.24324417,PK-5,"515 4 AVENUE, BROOKLYN NY 11215",40.667464,-73.99062,0.677,0.708
15K131,P.S. 131 Brooklyn,,,,,Elementary (K-5),999,0,0,0,K131,10,K131,964,821,10.4,68,7098554,22389.95,97,92,92,92,603.4855347,16.18497086,23.69942284,32.94797516,27.16762924,60.11560822,606.6087036,13.66459656,21.73913002,28.5714283,36.02484512,64.59627533,604.041687,21.52777863,28.47222137,25,25,50,PK-5,"4305 FT HAMILTON PARKWAY, BROOKLYN NY 11219",40.640728,-73.993247,0.871,0.908
15K146,"The Brooklyn New School, P.S. 146",,,,,Elementary (K-5),686,0,0,0,K142,200,K146,632,199,5.8,44.6,4646571,24929,86,,,,,,,,,,,,,,,,,,,,,,PK-5,"610 HENRY STREET, BROOKLYN NY 11231",40.679462,-74.002022,0.35,0.38
15K154,The Windsor Terrace School,,,,,Elementary (K-5),514,0,0,0,K154,100,K154,514,66,2.3,33,3109312,21828.76,81,100,100,100,610.4375,5.208333492,18.75,33.33333206,42.70833206,76.04166412,614.3947144,5.263157845,10.52631569,23.68420982,60.5263176,84.21052551,610.0484009,9.677419662,20.96774101,27.41935539,41.93548203,69.35483551,K-5,"1625 11 AVENUE, BROOKLYN NY 11215",40.657002,-73.975967,0.136,0.205
15K169,P.S. 169 Sunset Park,,,,,Elementary (K-5),1496,0,0,0,K169,30,K169,1496,1369,22.5,99.7,9447569,23507.95,97,88,88,100,595.4608765,30.43478203,21.30434799,31.30434799,16.95652199,48.26086807,600.8968506,21.07623291,32.73542786,22.86995506,23.31838608,46.18833923,601.4891357,29.347826,24.27536201,22.46376801,23.91304398,46.37681198,K-5,"4305 7 AVENUE, BROOKLYN NY 11232",40.645825,-74.0017,0.922,0.942
15K172,P.S. 172 Beacon School of Excellence,,,,,Elementary (K-5),593,0,0,0,K172,10,K172,553,483,10,42.4,4360751,25183.67,100,100,100,100,622.6329346,0,0,24.05063248,75.94936371,100,623.833313,0,0,12.5,87.5,100,623,0,0,32.53012085,67.46987915,100,PK-5,"825 4 AVENUE, BROOKLYN NY 11232",40.657682,-74.000191,0.872,0.739
15K230,P.S. 230 Doris L. Cohen,,,,,Elementary (K-5),1168,0,0,0,K230,50,K230,1096,782,17,69,7649578,22308.4,93,100,100,100,602.8312988,17.46987915,24.09638596,31.32530212,27.10843468,58.43373489,603.3461304,23.62637329,28.5714283,12.63736248,35.16483688,47.8021965,598.6505127,36.55913925,24.7311821,17.20430183,21.50537682,38.70967865,PK-5,"1 ALBEMARLE ROAD, BROOKLYN NY 11218",40.645609,-73.980515,0.723,0.769
15K261,P.S. 261 Philip Livingston,,,,,Elementary (K-5),803,0,1,0,K261,100,K261,766,286,7.7,47,4821822,20183.64,100,,,,603.9749756,15,22.5,37.5,25,62.5,596.1538696,27.69230843,27.69230843,29.23077011,15.38461494,44.61538315,610.0487671,12.19512177,26.8292675,26.8292675,34.14634323,60.97560883,PK-5,"314 PACIFIC STREET, BROOKLYN NY 11201",40.687218,-73.988667,0.369,0.377
15K295,P.S. 295,,,,,Elementary (K-5),452,0,2,0,K845,20,K295,417,185,3.8,37.6,3296350,28860.02,87,80,60,80,606.4117432,7.843137264,25.49019623,29.41176414,37.25490189,66.66666412,611.2542114,8.474575996,20.33898354,27.11864471,44.0677948,71.18643951,607.6184082,10.52631569,32.89473724,23.68420982,32.89473724,56.57894897,PK-5,"330 18 STREET, BROOKLYN NY 11215",40.660805,-73.988743,0.442,0.522
15K321,P.S. 321 William Penn,,,,,Elementary (K-5),1421,0,2,0,K321,20,K321,1421,100,9.9,78,7635540,18742.98,74,100,100,100,613.6557617,4.371584892,10.382514,42.07650375,43.16939926,85.24590302,620.8225708,2.419354916,4.032258034,21.77419281,71.77419281,93.54838562,621.5130005,3.246753216,11.68831158,22.07792282,62.98701477,85.06493378,K-5,"180 7 AVENUE, BROOKLYN NY 11215",40.671816,-73.978633,0.075,0.069
16K021,P.S. 021 Crispus Attucks,,,,,Elementary (K-5),573,0,0,0,K021,10,K021,523,387,3,39,4049119,23469.62,72,100,100,86,600.4523926,23.80952454,20.23809433,32.1428566,23.80952454,55.95238113,610.7283936,7.407407284,16.04938316,30.86419678,45.6790123,76.54321289,597.9540405,27.58620644,28.73563194,31.03448296,12.64367771,43.67816162,3K-5,"180 CHAUNCEY STREET, BROOKLYN NY 11233",40.68035,-73.926673,0.761,0.83
16K026,P.S. 026 Jesse Owens,,,,,Elementary (K-5),226,0,0,0,K026,20,K026,208,169,5,17,2514891,34866.72,91,,,,607.7036743,12.9629631,18.51851845,33.33333206,35.18518448,68.51851654,598.5454712,27.27272797,27.27272797,24.24242401,21.21212196,45.45454407,597.3809814,38.09523773,14.28571415,4.761904716,42.8571434,47.61904907,3K-5,"1014 LAFAYETTE AVENUE, BROOKLYN NY 11221",40.6921,-73.9317,0.814,0.859
16K028,P.S. 028 The Warren Prep Academy,,,,,Elementary (K-5),134,0,0,0,K028,100,K028,129,122,4,13,1461540,32355.85,100,,,,602.25,14.28571415,32.1428566,28.5714283,25,53.57143021,595.6521606,26.08695602,39.13043594,21.73913002,13.04347801,34.78260803,587.0454712,63.63636398,13.63636398,18.18181801,4.545454502,22.72727203,PK-5,"1001 HERKIMER STREET, BROOKLYN NY 11233",40.678238,-73.919847,0.948,0.92
16K081,P.S. 081 Thaddeus Stevens,,,,,Elementary (K-5),299,0,0,0,K081,100,K081,269,250,7,24,2983166,31414.98,88,86,100,100,589.638916,36.11111069,30.55555534,27.77777863,5.555555344,33.33333206,585.1795044,64.10256195,17.94871712,7.692307472,10.2564106,17.94871712,583.1621704,75.67567444,18.91891861,5.405405521,0,5.405405521,3K-5,"990 DEKALB AVENUE, BROOKLYN NY 11221",40.692866,-73.935123,0.92,0.928
16K243,P.S. 243K- The Weeksville School,,,,,Elementary (K-5),227,0,0,0,K243,100,K243,205,195,10,16,2100852,31820.27,58,,,,595.0810547,27.02702713,24.32432365,35.13513565,13.51351357,48.64864731,588.8518677,48.14814758,37.0370369,11.11111069,3.703703642,14.81481457,591.138916,47.22222137,27.77777863,16.66666603,8.333333015,25,3K-5,"1580 DEAN STREET, BROOKLYN NY 11213",40.675675,-73.935093,0.95,0.939
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,,,,,Elementary (K-5),179,0,0,0,K262,100,,,,,,,,94,,,,603.7352905,20.58823586,23.52941132,20.58823586,35.29411697,55.88235474,601.2120972,15.15151501,27.27272797,48.48484802,9.090909004,57.57575607,601.1599731,16,28,44,12,56,3K-5,"500 MACON STREET, BROOKLYN NY 11233",40.682949,-73.930132,0.95,0.862
16K308,P.S. 308 Clara Cardwell,,,,,K-8,275,3,0,0.010909091,K308,100,K308,255,227,3,28,2680227,37840.21,94,67,67,67,576.5999756,76,12,12,0,12,585.222229,50,33.33333206,5.555555344,11.11111069,16.66666603,583.7368164,52.63158035,31.57894707,15.78947353,0,15.78947353,PK-8,"616 QUINCY STREET, BROOKLYN NY 11221",40.688323,-73.935509,0.902,0.913
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,,,,,Elementary (K-5),210,0,0,0,K309,10,K309,179,162,2,20,2210991,29886.54,96,100,80,100,580.4324341,62.16216278,24.32432365,10.81081104,2.702702761,13.51351357,584.2380981,57.1428566,28.5714283,14.28571415,0,14.28571415,584.2000122,60,24,16,0,16,3K-5,"794 MONROE STREET, BROOKLYN NY 11221",40.6881,-73.924422,0.833,0.846
16K628,Brooklyn Brownstone School,,,,,Elementary (K-5),266,0,0,0,K035,200,K628,231,165,5,13,1603601,20282.87,100,,,,599.6315918,15.78947353,36.84210587,31.57894707,15.78947353,47.36841965,591.2800293,56,12,20,12,32,603.25,30,10,45,15,60,PK-5,"272 MACDONOUGH STREET, BROOKLYN NY 11233",40.681528,-73.935891,0.692,0.675
17K012,Dr. Jacqueline Peek-Davis School,,,,,Elementary (K-5),282,2,0,0.007092199,K012,10,K012,261,249,3,12,1737155,26606.02,89,,,,583.7727051,63.63636398,13.63636398,20.45454597,2.272727251,22.72727203,601.3214111,14.28571415,39.2857132,25,21.4285717,46.42856979,590.666687,61.90476227,14.28571415,23.80952454,0,23.80952454,PK-5,"430 HOWARD AVENUE, BROOKLYN NY 11233",40.673124,-73.920095,0.95,0.912
17K091,P.S. 091 The Albany Avenue School,,,,,Elementary (K-5),260,0,0,0,K091,10,K091,231,219,4,19,1798253,33877.24,96,,,,589.4615479,41.0256424,15.38461494,35.89743423,7.692307472,43.58974457,596.7907104,25.5813961,32.5581398,20.930233,20.930233,41.860466,594.1463623,46.341465,26.8292675,14.63414669,12.19512177,26.8292675,PK-5,"532 ALBANY AVENUE, BROOKLYN NY 11203",40.661806,-73.940707,0.95,0.848
17K092,P.S. 092 Adrian Hegeman,,,,,Elementary (K-5),424,0,0,0,K092,100,K092,388,353,5,33,3397870,28782.85,70,,,,587.4483032,44.82758713,24.13793182,24.13793182,6.896551609,31.03448296,589.5066528,44,26.66666603,21.33333397,8,29.33333397,588.6470337,58.82352829,22.05882263,14.70588207,4.411764622,19.11764717,PK-5,"601 PARKSIDE AVENUE, BROOKLYN NY 11226",40.656276,-73.95381,0.922,0.85
17K138,P.S. 138 Brooklyn,,,,,K-8,565,2,0,0.003539823,K138,20,K138,540,498,3,45,4334290,27688.72,85,,,,608.2888794,11.11111069,8.888889313,53.33333206,26.66666603,80,607.0370483,3.703703642,27.77777863,37.0370369,31.48148155,68.51851654,603.2666626,14.66666698,34.66666794,34.66666794,16,50.66666794,PK-8,"760 PROSPECT PLACE, BROOKLYN NY 11216",40.673943,-73.951559,0.938,0.811
17K161,P.S. 161 The Crown,,,,,Elementary (K-5),367,0,0,0,K161,20,K161,334,312,0,26,2607751,26588.39,21,,,,592.081604,40.81632614,24.48979568,26.53061295,8.163265228,34.69387817,590.9344482,36.06557465,34.42623138,16.39344215,13.11475372,29.50819588,588.0516968,55.17241287,25.86206818,12.06896591,6.896551609,18.96551704,PK-5,"330 CROWN STREET, BROOKLYN NY 11225",40.665757,-73.949243,0.935,0.823
17K181,P.S. 181 Brooklyn,,,,,K-8,689,3,0,0.004354136,K181,20,K181,655,487,6,51,4308714,26022.54,43,88,75,75,583.4333496,56.66666794,15,26.66666603,1.666666627,28.33333397,583.3766479,54.54545593,31.16883087,12.98701286,1.298701286,14.28571415,587.7058716,54.11764526,28.23529434,15.29411793,2.352941275,17.64705849,PK-8,"1023 NEW YORK AVENUE, BROOKLYN NY 11203",40.648217,-73.945883,0.765,0.808
17K189,P.S. 189 The Bilingual Center,,,,,K-8,1054,8,0,0.007590133,K189,20,K189,1054,971,12.2,63,6741524,20159.89,51,100,100,100,605.9841309,18.25396919,21.4285717,23.80952454,36.50793839,60.31745911,603.166687,17.64705849,28.43137169,24.50980377,29.41176414,53.92156982,600.5142822,21.90476227,32.38095093,30.47619057,15.23809528,45.7142868,K-8,"1100 EAST NEW YORK AVENUE, BROOKLYN NY 11212",40.665228,-73.925435,0.93,0.831
17K191,P.S. 191 Paul Robeson,,,,,Elementary (K-5),170,0,0,0,K191,100,K191,155,151,1,14,1387754,32737.08,14,,,,623.4285889,0,0,35.7142868,64.2857132,100,630,12.5,0,0,87.5,87.5,596.555542,44.44444275,38.88888931,11.11111069,5.555555344,16.66666603,PK-5,"1600 PARK PLACE, BROOKLYN NY 11233",40.67173,-73.924127,0.95,0.95
17K221,P.S. 221 Toussaint L'Ouverture,,,,,Elementary (K-5),300,1,0,0.003333333,K221,10,K221,263,243,3,21,1870435,29655.52,64,,,,593.8510742,38.29787064,25.53191566,21.27659607,14.89361668,36.17021179,601.3939209,12.12121201,42.42424393,27.27272797,18.18181801,45.45454407,594.7142944,35.7142868,38.09523773,19.04761887,7.142857075,26.19047546,PK-5,"791 EMPIRE BOULEVARD, BROOKLYN NY 11213",40.663964,-73.935753,0.923,0.834
17K249,P.S. 249 The Caton,,,,,Elementary (K-5),873,0,1,0,K249,20,K249,836,646,22.2,35,4786545,21371.8,93,,,,614.3968506,7.142857075,15.8730154,25.39682579,51.58730316,76.98412323,613.8361816,0.862068951,18.10344887,25.86206818,55.17241287,81.03448486,606.5491943,15.57377052,27.04918098,25.40983582,31.96721268,57.37704849,PK-5,"18 MARLBOROUGH ROAD, BROOKLYN NY 11226",40.649509,-73.966456,0.787,0.811
17K394,M.S. K394,,,,,K-8,477,2,0,0.004192872,K210,10,K394,434,380,8,30,2923021,23685.87,97,100,100,100,588.7272949,36.36363602,36.36363602,24.24242401,3.030303001,27.27272797,588.8235474,44.11764526,26.47058868,17.64705849,11.76470566,29.41176414,589.0755005,56.60377502,32.07546997,7.547169685,3.773584843,11.320755,PK-8,"188 ROCHESTER AVENUE, BROOKLYN NY 11213",40.67271,-73.928917,0.885,0.857
17K397,P.S. 397 Foster-Laurie,,,,,Elementary (K-5),195,0,0,0,K397,10,K397,177,156,2,18,1491199,29308.84,80,,,,603.7741699,9.677419662,25.8064518,48.38709641,16.12903214,64.51612854,599.7368164,21.05263138,31.57894707,26.31579018,21.05263138,47.36841965,599.9500122,35,27.5,17.5,20,37.5,PK-5,"490 FENIMORE STREET, BROOKLYN NY 11203",40.658663,-73.946358,0.887,0.829
17K398,P.S. 398 Walter Weaver,,,,,Elementary (K-5),297,0,0,0,K398,20,K398,263,254,4.2,28,2551699,33602.31,94,100,100,100,594.8292847,31.70731735,21.95121956,39.02439117,7.317073345,46.341465,592.2142944,33.33333206,42.8571434,11.90476227,11.90476227,23.80952454,586.5484009,61.29032135,32.25806427,6.451612949,0,6.451612949,PK-5,"60 EAST 94 STREET, BROOKLYN NY 11212",40.663388,-73.927979,0.95,0.92
17K399,P.S. 399 Stanley Eugene Clark,,,,,Elementary (K-5),400,0,0,0,K399,10,K399,400,383,4.2,20,2024683,22196.91,74,,,,586.6769409,41.53845978,40,16.92307663,1.538461566,18.46153831,584.5223999,61.19403076,26.86567116,8.955224037,2.98507452,11.94029808,594.8378296,40.54053879,29.72973061,17.56756783,12.16216183,29.72973061,K-5,"2707 ALBEMARLE ROAD, BROOKLYN NY 11226",40.648277,-73.951664,0.95,0.824
17K532,New Bridges Elementary,,,,,Elementary (K-5),468,0,0,0,K167,100,K532,396,342,20,27,3150967,24663.38,98,83,80,67,591.2461548,32.30769348,33.84615326,27.69230843,6.153846264,33.84615326,590.5925903,46.29629517,37.0370369,12.9629631,3.703703642,16.66666603,589.0755005,49.05660248,28.30188751,15.09433937,7.547169685,22.64151001,PK-5,"1025 EASTERN PARKWAY, BROOKLYN NY 11213",40.669557,-73.934316,0.865,0.871
17K705,Brooklyn Arts and Science Elementary School,,,,,Elementary (K-5),398,0,0,0,K022,100,K705,362,243,11.7,18,2510302,24706.51,87,,,,586,55.31914902,23.40425491,14.89361668,6.382978916,21.27659607,580.0200195,66,22,10,2,12,580.9512329,68.29268646,26.8292675,2.439024448,2.439024448,4.878048897,PK-5,"443 ST MARKS AVENUE, BROOKLYN NY 11238",40.6771,-73.960093,0.628,0.612
17K770,P.S. 770 New American Academy,,,,,Elementary (K-5),289,0,0,0,K398,20,K770,253,146,10,12,1786608,20702.73,92,,,,602.8974609,17.94871712,20.5128212,30.76922989,30.76922989,61.53845978,592,40,36.66666794,10,13.33333302,23.33333397,586.5384521,69.2307663,23.07692337,0,7.692307472,7.692307472,PK-5,"60 EAST 94 STREET, BROOKLYN NY 11212",40.663388,-73.927979,0.574,0.582
18K114,P.S. 114 Ryder Elementary,,,,,Elementary (K-5),522,1,0,0.001915709,K114,10,K114,470,369,15,25,3463672,24734.85,88,,,,586.1193848,49.25373077,34.3283577,16.41790962,0,16.41790962,597.6428833,22.8571434,38.57143021,17.1428566,21.4285717,38.57143021,597.3513794,29.72973061,31.08108139,33.78378296,5.405405521,39.18918991,PK-5,"1077 REMSEN AVENUE, BROOKLYN NY 11236",40.642684,-73.90788,0.789,0.821
18K115,P.S. 115 Daniel Mucatel School,,,,,Elementary (K-5),971,0,0,0,K115,10,K115,873,548,4.6,62,5793447,22250.1,89,100,100,100,596.8911743,22.44898033,30.61224556,31.29251671,15.64625835,46.93877411,594.6137695,31.72413826,33.10344696,17.93103409,17.24137878,35.17241287,593.0616455,47.26027298,18.49315071,21.23287582,13.01369858,34.2465744,PK-5,"1500 EAST 92 STREET, BROOKLYN NY 11236",40.634861,-73.897896,0.64,0.667
18K135,P.S. 135 Sheldon A. Brookner,,,,,Elementary (K-5),574,0,0,0,K135,100,K135,545,478,4.2,34,3432002,23048.5,84,100,,,592.5727539,35.45454407,28.18181801,25.45454597,10.909091,36.36363602,594.8539429,35.95505524,29.21348381,20.22472,14.60674191,34.83145905,586.8545532,55.45454407,35.45454407,6.363636494,2.727272749,9.090909004,PK-5,"684 LINDEN BOULEVARD, BROOKLYN NY 11203",40.653093,-73.932949,0.882,0.806
18K235,P.S. 235 Janice Marie Knight School,,,,,K-8,1254,5,0,0.003987241,K235,10,K235,1222,879,8.7,65,7138748,19118.37,82,82,82,91,600.2857056,24.5714283,24.5714283,25.1428566,25.7142849,50.8571434,604.0518799,20,25.18518448,22.22222137,32.59259415,54.81481552,602.0367432,22.79411697,30.88235283,28.6764698,17.64705849,46.32352829,PK-8,"525 LENOX ROAD, BROOKLYN NY 11203",40.655337,-73.940922,0.723,0.565
