DBN,School Name,School Type.x,Borough,Latitude,Longitude,Math Proficiency,# of Comp Sci Courses,Mbps Bandwidth,PD17a,PD17b,PD17c,Scaled Mean Score,Poverty Percent,FRPL,TSFPP,Average Teacher Salary,PLVL34,Stem Activities Count,School Type.y,Ratio of Full Time Licensed STEM Teachers to Students*
22K109,P.S./I.S. 109,K-8,BROOKLYN,40.636455,-73.933582,,8,30,9,9,0,79.33333333,87.2,566,25694.71,86789.82692,0.210084034,1,K-8,1:227
22K206,Joseph F. Lamb (P.S./I.S. 206),K-8,BROOKLYN,40.597369,-73.948946,,,30,0,0,6,103.3333333,73.6,1086,20143.63,88280.35417,0.425806452,2,K-8,6:1505
22K207,Elizabeth G. Leary (P.S. 207),K-8,BROOKLYN,40.613353,-73.930129,,,10,18,18,0,92,51.8,618,21367.09,88531.05952,0.452898551,1,K-8,3:614
22K234,Arthur W. Cunningham School (J.H.S. 234),Middle (6-8),BROOKLYN,40.60422,-73.955485,,3,50,3,0,0,594.3333333,72,1355,20078.2,101303.276,0.601794728,3,Middle (6-8),26:1907
22K240,Andries Hudde (I.S. 240),Middle (6-8),BROOKLYN,40.623561,-73.946279,,3,20,38,50,38,238,86.5,633,22830.37,92780.12,0.256302521,2,Middle (6-8),15:743
22K278,Marine Park (J.H.S. 278),Middle (6-8),BROOKLYN,40.60665,-73.939176,,,30,4,4,4,347.3333333,71.3,776,22891.36,91757.37939,0.441458733,1,Middle (6-8),1:79
22K381,I.S. 381,Middle (6-8),BROOKLYN,40.623561,-73.946279,,,20,0,0,0,82,69.3,168,26369.87,77134.95455,0.329268293,1,Middle (6-8),1:61
22K890,M.S. 890,Middle (6-8),BROOKLYN,40.645199,-73.97052,,3,100,,,,5.666666667,87.2,99,21338.61,140964.7126,0.117647059,0,Middle (6-8),1:39
30Q010,Horace Greeley (I.S. 10),Middle (6-8),QUEENS,40.759363,-73.912902,,,10,5,10,10,235.6666667,77.9,570,21599.66,90623.11111,0.405940594,0,Middle (6-8),4:247
30Q078,The Robert F. Wagner Jr. School (P.S./I.S. 78),K-8,QUEENS,40.744753,-73.957971,,2,20,,,,28.66666667,27.5,185,18518.9,75241.35849,0.593023256,1,K-8,3:706
30Q111,Jacob Blackwell (P.S. 111),K-8,QUEENS,40.758831,-73.93938,,,100,,,,22.33333333,95,279,30621.38,85389.41333,0.074626866,1,K-8,1:316
30Q122,Mamie Fay (P.S. 122),K-8,QUEENS,40.780347,-73.916655,,,50,22,11,0,96.66666667,53.6,705,17997.17,91050.1071,0.989655172,0,K-8,2:1361
30Q126,Albert Shanker School for Visual and Performing Arts (I.S. 126),Middle (6-8),QUEENS,40.766264,-73.930709,,,30,0,0,0,213.6666667,86.8,569,20888.37,82427.8,0.377535101,0,Middle (6-8),5:329
30Q127,Aerospace and Science Academy (P.S./I.S. 127),K-8,QUEENS,40.764646,-73.871641,,,100,33,22,22,138.3333333,85.8,1071,21246.59,88576.4153,0.301204819,0,K-8,4:1299
30Q141,I.S. 141 - The Steinway,Middle (6-8),QUEENS,40.775589,-73.90509,,3,10,9,9,9,360,61.3,672,18702.16,92763.27941,0.589814815,0,Middle (6-8),20:1107
30Q145,Joseph Pulitzer (I.S. 145) Magnet School of Innovation and Applied Learning,Middle (6-8),QUEENS,40.754661,-73.887112,,,10,2,4,7,536.6666667,95,1609,20912.63,84433.50388,0.377018634,1,Middle (6-8),32:1699
30Q204,The Oliver Wendell Holmes School,Middle (6-8),QUEENS,40.757065,-73.932664,,3,100,22,17,17,151.3333333,91.7,432,25071.22,71879.89583,0.31938326,1,Middle (6-8),3:242
30Q227,Louis Armstrong Middle School (I.S. 227),Middle (6-8),QUEENS,40.758408,-73.874472,,3,100,3,3,3,410,74,1146,19765.77,92134.9596,0.776422764,2,Middle (6-8),9:793
30Q230,I.S. 230,Middle (6-8),QUEENS,40.752866,-73.893193,,,100,0,4,8,412,82.3,1057,19781.71,90092.90284,0.519417476,0,Middle (6-8),7:432
30Q286,The Young Women's Leadership School of Astoria,Secondary (6-12),QUEENS,40.771215,-73.924591,,11,200,0,0,0,51.33333333,86,481,18106.94,92162.59375,0.5,1,Secondary (6-12),11:565
30Q291,Hunter's Point Community Middle School,Middle (6-8),QUEENS,40.742956,-73.959196,,,200,0,7,0,87.33333333,54.2,214,21521.98,76556.81199,0.541984733,1,Middle (6-8),12:421
30Q300,The 30th Avenue School (P.S./M.S. 300),K-8,QUEENS,40.766264,-73.930709,,3,100,14,14,0,38.33333333,27.6,123,16555.6,92365.69231,0.973913043,0,K-8,4:457
03M054,Booker T. Washington (J.H.S. 54),Middle (6-8),MANHATTAN,40.800119,-73.962837,,,100,0,0,0,200.3333333,23.7,203,18871.05,87912.34043,0.863560732,1,Middle (6-8),5:284
03M076,A. Philip Randolph (P.S./I.S. 76),K-8,MANHATTAN,40.806768,-73.951061,,,200,0,0,0,44.66666667,95,420,24590.06,84065.57576,0.097014925,1,K-8,3:472
03M149,Sojourner Truth School (03M149),K-8,MANHATTAN,40.802136,-73.947828,,,100,40,60,40,27,95,215,28005.45,77112.43243,0.061728395,1,K-8,3:235
03M165,P.S./M.S. 165: The Robert E. Simon School for Leadership,K-8,MANHATTAN,40.802917,-73.965613,,9,100,0,0,0,39,72.5,413,25502.53,54097.33333,0.085470085,0,K-8,1:604
03M250,West Side Collaborative Middle School (M.S. 250),Middle (6-8),MANHATTAN,40.795157,-73.973292,,,100,0,0,0,48.33333333,72.5,127,26988.61,86210.53571,0.165517241,1,Middle (6-8),1:89
03M180,Hugo Newman School (P.S./I.S. 180),K-8,MANHATTAN,40.807843,-73.955569,,,100,,,,44,72.7,352,23982.97,76605.26667,0.159090909,0,K-8,3:545
03M191,P.S./I.S. 191,K-8,MANHATTAN,40.771925,-73.987328,,,100,0,0,14,46.66666667,74,358,24981.27,94198.04255,0.128571429,1,K-8,1:172
03M243,The Center School (M.S. 243),Middle (6-8),MANHATTAN,40.785287,-73.97343,,2,100,0,0,0,37,12.8,28,19659.67,95399.53333,0.837837838,0,Middle (6-8),1:235
03M245,The Computer School (M.S. 245),Middle (6-8),MANHATTAN,40.780822,-73.976855,,3,100,0,22,33,97,28.5,109,20247.92,83790.91575,0.673539519,1,Middle (6-8),1:80
03M247,Dual Language Middle School (M.S. 247),Middle (6-8),MANHATTAN,40.789526,-73.967574,,,100,0,0,0,58.33333333,92.9,177,24069.22,77923.85714,0.411428571,2,Middle (6-8),5:198
03M256,Lafayette Academy (M.S. 256),Middle (6-8),MANHATTAN,40.791728,-73.970845,,,100,0,0,17,42,84.8,116,30435.34,76880.55556,0.333333333,0,Middle (6-8),1:69
03M258,Community Action School (M.S. 258),Middle (6-8),MANHATTAN,40.791728,-73.970845,,,100,0,0,0,56.33333333,77.6,168,24275.55,80394.95455,0.301775148,0,Middle (6-8),2:223
03M291,West End Secondary School,Secondary (6-12),MANHATTAN,40.772007,-73.987479,,,100,0,13,0,70.33333333,19.2,64,18913.69,88783,0.767772512,2,Secondary (6-12),2:113
03M333,The Manhattan School for Children (P.S. 333),K-8,MANHATTAN,40.791728,-73.970845,,,100,0,18,18,35.33333333,18.5,132,21251.55,78091.73038,0.556603774,2,K-8,1:251
03M334,The Anderson School (P.S. 334),K-8,MANHATTAN,40.780822,-73.976855,,,100,17,33,17,39,8.4,45,16611.15,88907.83883,0.965811966,2,K-8,1:179
03M415,Wadleigh Secondary School For the Performing & Visual Arts,Secondary (6-12),MANHATTAN,40.802207,-73.954142,,,100,10,10,10,19,82.4,225,34546.96,81473.65325,0.175438596,2,Secondary (6-12),7:278
03M421,West Prep Academy,Middle (6-8),MANHATTAN,40.799178,-73.964842,,1,100,0,13,13,50,86.2,174,25494.93,75134.94737,0.113333333,1,Middle (6-8),4:203
03M859,Special Music School,K-12,MANHATTAN,40.774919,-73.982745,,,,0,0,0,8.333333333,21.7,64,20841.24,87840.04132,1,0,K-12,3:157
03M860,Frederick Douglass Academy II Secondary School,Secondary (6-12),MANHATTAN,40.802207,-73.954142,,1,100,43,57,43,8.666666667,83.1,284,23455.49,75101.41379,0.269230769,1,Secondary (6-12),3:118
03M862,Mott Hall II,Middle (6-8),MANHATTAN,40.802917,-73.965613,,,100,0,0,17,82.66666667,62.3,212,20544.97,95401.72727,0.504032258,2,Middle (6-8),7:342
09X004,Crotona Park West (P.S./M.S. 4),K-8,BRONX,40.840891,-73.898166,,,100,14,14,14,51.66666667,93.9,504,24901.26,64965.98039,0.374193548,0,K-8,2:571
09X022,Jordan L. Mott (M.S. 22),Middle (6-8),BRONX,40.833131,-73.914027,,1,100,18,12,18,138,95,433,29016.87,83062.29787,0.120772947,0,Middle (6-8),11:444
09X117,Joseph H. Wade Academies (M.S. 117),Middle (6-8),BRONX,40.848516,-73.908427,,,100,8,21,7,158.6666667,94.9,485,30638.04,92901.38365,0.086134454,2,Middle (6-8),7:513
09X128,Mott Hall III,Middle (6-8),BRONX,40.835286,-73.900751,,,100,20,20,20,117,93.4,339,19652.97,74139.04348,0.524216524,0,Middle (6-8),8:363
09X215,Knowledge and Power Preparatory Academy (M.S. 215),Middle (6-8),BRONX,40.833511,-73.90449,,,100,20,20,20,95,92.4,287,23095.73,118506.5315,0.228070175,,Middle (6-8),3:317
09X218,The Rafael Hernandez Dual Language Magnet School (P.S./I.S. 218),K-8,BRONX,40.835847,-73.920026,,,100,7,13,13,71.33333333,88.1,875,21513.59,80336.875,0.313084112,1,K-8,6:1009
09X219,M.S. 219,Middle (6-8),BRONX,40.833511,-73.90449,,,100,0,0,0,102.6666667,95,332,30663.28,81056.27551,0.100649351,1,Middle (6-8),3:176
09X229,Dr. Roland N. Patterson School (I.S. 229),Middle (6-8),BRONX,40.852536,-73.921467,,,100,17,17,17,76.33333333,93.1,228,34296.72,92855.64286,0.069868996,0,Middle (6-8),5:246
09X231,The Eagle Academy for Young Men,Secondary (6-12),BRONX,40.844958,-73.89705,,11,100,22,11,0,37.33333333,79.6,400,22710.38,79396.75676,0.133928571,0,Secondary (6-12),11:511
09X232,The Academy School (M.S. 232),Middle (6-8),BRONX,40.849623,-73.91607,,,100,0,7,0,152.3333333,95,470,23823.9,78200.66298,0.161925602,0,Middle (6-8),9:488
09X241,The Urban Assembly School for Applied Math and Science,Secondary (6-12),BRONX,40.839244,-73.901316,,,100,15,19,15,62,95,576,22379.49,68305.66667,0.23655914,0,Secondary (6-12),1:44
09X303,The Leadership & Community Service Academy (I.S. 303),Middle (6-8),BRONX,40.849623,-73.91607,,,100,0,0,8,73,95,330,27415.37,71266.95652,0.269406393,1,Middle (6-8),5:332
09X313,School of Leadership Development (I.S. 313),Middle (6-8),BRONX,40.840878,-73.904754,,,100,43,29,29,98,92.7,291,32231.64,106519.7273,0.112244898,0,Middle (6-8),1:45
09X323,Bronx Writing Academy,Middle (6-8),BRONX,40.833131,-73.914027,,3,100,12,29,29,133.3333333,95,416,25830.89,78096.19048,0.2,2,Middle (6-8),3:146
09X324,Bronx Early College Academy,Secondary (6-12),BRONX,40.828696,-73.917668,,1,100,0,5,0,73.66666667,89.7,459,22732.98,70500.34211,0.14479638,0,Secondary (6-12),7:261
10X279,"The Captain Manuel Rivera, Jr. School (P.S. 279)",K-8,BRONX,40.854432,-73.905566,,6,100,0,0,0,128,95,1029,22592.05,80878.1125,0.260416667,,K-8,1:182
09X325,Urban Science Academy,Middle (6-8),BRONX,40.827941,-73.914374,,,200,0,0,9,,,,,,,0,Middle (6-8),5:317
09X327,Comprehensive Model School Project (M.S. 327),Secondary (6-12),BRONX,40.842495,-73.916082,,,100,7,20,0,93.66666667,91.8,668,20970.5,87640.8805,0.434163701,0,Secondary (6-12),17:734
09X328,New Millennium Business Academy Middle School,Middle (6-8),BRONX,40.827941,-73.914374,,,200,0,0,0,80,87.2,207,28067.66,98190.6,0.104166667,0,Middle (6-8),3:242
09X339,School of Communication Technology (M.S. 339),Middle (6-8),BRONX,40.840878,-73.904754,,,100,19,13,6,150,92.2,471,29272.06,84690.56364,0.18,0,Middle (6-8),11:516
23K137,The Rachel Jean Mitchell School (P.S./I.S. 137),K-8,BROOKLYN,40.682458,-73.917088,,,50,0,0,0,24.33333333,93.4,258,28402.23,87914.27586,0.164383562,0,K-8,2:303
09X350,New Directions Secondary School,Secondary (6-12),BRONX,40.840422,-73.91091,,,100,20,20,20,17.33333333,95,224,34087.65,75193.72,0,0,Secondary (6-12),7:234
09X361,The Highbridge Green School,Middle (6-8),BRONX,40.838224,-73.927891,,,100,12,24,18,112.6666667,95,386,25762.15,73017.24324,0.115384615,0,Middle (6-8),9:397
09X413,Bronx School for Medical Science,Secondary (6-12),BRONX,40.840422,-73.91091,,,100,0,0,0,46,84.8,361,23763.35,86475.60606,0.311594203,0,Secondary (6-12),11:433
09X454,Science and Technology Academy: A Mott Hall School,Middle (6-8),BRONX,40.828696,-73.917668,,,100,0,6,0,142.3333333,94,410,23190.05,70618.84615,0.451990632,2,Middle (6-8),10:447
29Q059,Springfield Gardens (I.S. 59),Middle (6-8),QUEENS,40.68173,-73.753429,,,50,0,0,0,169.6666667,75.8,432,21942.59,99273.35,0.147347741,0,Middle (6-8),3:293
09X505,"Bronx School for Law, Government and Justice",Secondary (6-12),BRONX,40.827607,-73.918681,,5,100,6,13,13,86,90.9,693,21785.68,78212.63158,0.329457364,0,Secondary (6-12),13:771
09X568,Young Women's Leadership School of the Bronx,Secondary (6-12),BRONX,40.848516,-73.908427,,5,100,13,7,7,73.33333333,87.3,401,20733.45,83705.97297,0.390909091,0,Secondary (6-12),3:155
10X003,Raul Julia (P.S./M.S. 3),K-8,BRONX,40.849897,-73.892289,,,100,0,0,0,26,94.8,307,25843.28,96913.54167,0.320512821,0,K-8,1:348
10X015,The Institute for Environmental Learning (P.S. 15),K-8,BRONX,40.85881,-73.909746,,,100,0,0,0,53.66666667,79.8,379,22955.36,94810.12308,0.540372671,0,K-8,1:160
10X020,"Police Officer George J. Werdann, III (P.S./M.S. 20)",K-8,BRONX,40.870002,-73.878875,,,100,9,9,9,107.6666667,95,998,23410.98,87424.92994,0.263157895,0,K-8,3:536
10X037,The Multiple Intelligences School (P.S. 37),K-8,BRONX,40.880263,-73.910466,,,100,0,0,0,52.66666667,86.5,551,24492.36,88422.79279,0.348101266,1,K-8,5:646
10X045,Thomas C. Giordano Middle School (M.S. 45),Middle (6-8),BRONX,40.859034,-73.886913,,3,100,22,33,33,208.3333333,95,689,22792.87,82197.32143,0.0832,0,Middle (6-8),1:71
10X080,JHS 080 The Mosholu Parkway (M.S. 80),Middle (6-8),BRONX,40.876299,-73.881532,,,100,0,6,6,161.3333333,91,626,23998.23,70875.38,0.204545455,0,Middle (6-8),11:691
10X095,The Sheila Mencher Van Cortlandt School (P.S/M.S 95),K-8,BRONX,40.882898,-73.891256,,,100,,,,130.3333333,82.4,1046,21671.21,88468.36384,0.225063939,0,K-8,1:322
10X118,"William W. Niles (M.S. 118) Pace, Spectrum & Excellence",Middle (6-8),BRONX,40.848339,-73.89308,,,100,14,21,21,363.3333333,90.2,1054,21928.19,82307.19565,0.351376147,1,Middle (6-8),21:1174
10X141,Riverdale/Kingsbridge Academy (M.S./H.S. 141),Secondary (6-12),BRONX,40.888338,-73.913486,,,100,6,11,11,206,52.9,778,19073.12,94261.51064,0.417475728,0,Secondary (6-12),26:1513
10X206,Ann Mersereau (M.S. 206),Middle (6-8),BRONX,40.859686,-73.906495,,,100,29,29,29,59.66666667,91.3,187,27591.46,109337.3885,0.150837989,0,Middle (6-8),4:207
10X225,Theatre Arts Production Company School (TAPCo),Secondary (6-12),BRONX,40.854493,-73.896717,,,100,0,0,0,55.33333333,81.1,485,21876.73,86361.41304,0.210843373,0,Secondary (6-12),9:608
32K291,Roland Hayes (J.H.S. 291),Middle (6-8),BROOKLYN,40.695362,-73.915142,,,50,0,0,0,90.33333333,95,271,29669.71,84917.93333,0.099630996,0,Middle (6-8),3:280
10X228,Jonas Bronck Academy,Middle (6-8),BRONX,40.861668,-73.891337,,1,100,0,0,14,88,90.7,240,23585.74,78534,0.515151515,1,Middle (6-8),5:268
10X243,West Bronx Academy for the Future,Secondary (6-12),BRONX,40.860043,-73.888267,,,100,0,11,0,67.66666667,94.6,574,23973.19,91573.57778,0.118226601,0,Secondary (6-12),11:607
10X244,The New School for Leadership and the Arts,Middle (6-8),BRONX,40.875911,-73.901099,,1,100,10,14,5,219.6666667,95,724,21870.97,87522.9434,0.212443096,1,Middle (6-8),3:187
10X254,TEAM 254,Middle (6-8),BRONX,40.858815,-73.890232,,,100,,,,137.6666667,90.6,416,24587.49,85910.62162,0.200968523,0,Middle (6-8),8:469
10X280,P.S./M.S. 280,K-8,BRONX,40.877202,-73.881773,,,100,0,9,0,104,95,840,22355.11,83347.08955,0.326923077,0,K-8,1:438
10X308,Bronx Dance Academy,Middle (6-8),,,,,,100,,,,81.33333333,93.7,250,21868.14,89798.21053,0.225409836,1,Middle (6-8),4:269
10X315,The Lab School (P.S. 315),K-8,BRONX,40.857842,-73.904202,,,100,,,,30.66666667,95,243,24279.04,92860.93333,0.369565217,,K-8,0:1
10X331,The Bronx School of Young Leaders,Middle (6-8),BRONX,40.851823,-73.91118,,,100,0,0,0,120.6666667,89.2,359,25884.57,81708.36364,0.267955801,0,Middle (6-8),6:409
23K323,P.S./I.S. 323,K-8,BROOKLYN,40.666545,-73.910904,,,10,0,0,0,66.33333333,94.4,485,22206.78,104758.2941,0.170854271,1,K-8,0:1
10X342,International School for Liberal Arts,Secondary (6-12),BRONX,40.870293,-73.898309,,4,200,7,7,8,46.66666667,95,510,24314.9,88755.31818,0.114285714,1,Secondary (6-12),9:523
10X363,Academy for Personal Leadership and Excellence,Middle (6-8),BRONX,40.859752,-73.900161,,,100,6,0,11,173.6666667,94.6,496,30354.36,91323.41509,0.101727447,0,Middle (6-8),7:557
10X368,IN-Tech Academy (M.S./H.S. 368),Secondary (6-12),BRONX,40.879368,-73.909896,,4,100,12,12,12,106.3333333,87.1,866,21316.84,93066.14583,0.26645768,1,Secondary (6-12),1:59
10X390,M.S. 390,Middle (6-8),BRONX,40.854701,-73.913197,,,100,0,0,10,168.3333333,95,529,25291.75,81818.43478,0.225742574,0,Middle (6-8),10:539
32K384,Frances E. Carter School (P.S./I.S. 384),K-8,BROOKLYN,40.690353,-73.904803,,,10,0,17,0,52.66666667,88.7,429,27160.58,83982.90698,0.215189873,,K-8,2:513
10X391,The Angelo Patri Middle School,Middle (6-8),BRONX,40.854493,-73.896717,,,100,29,27,33,166.3333333,92.6,487,28384.12,73252.375,0.078156313,0,Middle (6-8),9:530
10X447,The Creston Academy for Responsibility and Excellence (C.A.R.E.),Middle (6-8),BRONX,40.854872,-73.903458,,,100,0,19,13,149.3333333,92.4,422,24746.69,73589.57921,0.265625,0,Middle (6-8),7:460
10X459,East Fordham Academy for the Arts,Middle (6-8),BRONX,40.859752,-73.900161,,,100,,,,92,,256,25545.07,77739.34615,0.054347826,0,Middle (6-8),5:278
23K041,Walter Francis White (P.S. 41),K-8,BROOKLYN,40.660306,-73.907355,,,20,33,17,33,56.66666667,95,449,25096.82,90309.21053,0.2,0,K-8,0:1
23K155,The Nicholas Herkimer School (P.S./I.S. 155),K-8,BROOKLYN,40.677415,-73.908734,,,100,14,29,29,36.66666667,95,373,26357.41,104543.1212,0.209090909,2,K-8,0:1
23K178,St. Clair McKelway School (P.S. 178),K-8,BROOKLYN,40.675024,-73.915778,,,10,,,,30,89.4,279,25793.28,89985.13793,0.133333333,0,K-8,1:377
23K184,The Newport School (P.S./I.S. 184),K-8,BROOKLYN,40.659966,-73.904901,,,20,40,60,60,44.33333333,91.5,479,25380.8,94047.91304,0.135338346,0,K-8,2:567
23K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology (P.S./I.S. 284)",K-8,BROOKLYN,40.667377,-73.908214,,,50,0,20,0,50.33333333,94.7,430,29958.24,67069.825,0.145695364,1,K-8,1:474
23K363,Brownsville Collaborative Middle School,Middle (6-8),BROOKLYN,40.670986,-73.908194,,,50,20,20,0,19,92.6,98,23315.3,188314.8,0.157894737,0,Middle (6-8),1:54
23K392,I.S. 392,Middle (6-8),BROOKLYN,40.665965,-73.918107,,2,20,14,0,14,77.66666667,75.6,220,22780.66,81871.63636,0.381974249,0,Middle (6-8),7:295
23K518,KAPPA V (Knowledge and Power Preparatory Academy V),Middle (6-8),BROOKLYN,40.656068,-73.907245,,,20,,,,62.33333333,86.4,187,26417.04,109100.7299,0.069518717,1,Middle (6-8),1:114
23K522,Mott Hall IV,Middle (6-8),BROOKLYN,40.677805,-73.915843,,,100,,,,39.66666667,90,143,29411.94,64645.07143,0.092436975,1,Middle (6-8),3:160
04M050,Vito Marcantonio (P.S./I.S. 50),K-8,MANHATTAN,40.785258,-73.941526,,6,100,0,20,20,,,,,,,0,K-8,2:251
23K644,Eagle Academy for Young Men II,Secondary (6-12),BROOKLYN,40.677805,-73.915843,,,100,0,0,0,49,82.2,518,20929.12,75594.92683,0.367346939,1,Secondary (6-12),13:647
23K664,Brooklyn Environmental Exploration Schools (BEES),Middle (6-8),BROOKLYN,40.680318,-73.910644,,1,100,17,17,17,25,95,93,34634.58,68559.08397,0.24,0,Middle (6-8),2:95
23K668,Riverdale Avenue Middle School,Middle (6-8),BROOKLYN,40.660204,-73.913933,,,20,40,60,40,37,95,123,29590.21,87250.09091,0.144144144,0,Middle (6-8),3:127
23K671,Mott Hall Bridges Academy,Middle (6-8),BROOKLYN,40.666545,-73.910904,,,10,0,0,0,60.33333333,95,188,26431.56,76956.16667,0.243093923,2,Middle (6-8),3:199
29Q109,Jean Nuzzi Intermediate School (I.S. 109),Middle (6-8),QUEENS,40.720713,-73.747001,,,20,0,0,6,318,67.2,739,19140.49,92737.20567,0.275681342,2,Middle (6-8),17:1108
29Q116,William C. Hughley (P.S./I.S. 116),K-8,QUEENS,40.700606,-73.782302,,,20,0,11,0,60,79.5,587,22063.66,91024.10169,0.2,0,K-8,1:396
29Q138,The Sunrise School (P.S./M.S. 138),K-8,QUEENS,40.659728,-73.735176,,,20,17,17,0,95.66666667,80.1,562,21951.06,87170.64151,0.160278746,0,K-8,4:763
29Q147,Ronald McNair (P.S./M.S. 147),K-8,QUEENS,40.697309,-73.740948,,,10,13,0,13,67,74.5,416,24209.69,96752.84444,0.164179104,0,K-8,2:593
29Q192,I.S. 192,Middle (6-8),QUEENS,40.70646,-73.753579,,,40,17,0,0,152.6666667,74.9,350,22361.29,99307.28125,0.104803493,2,Middle (6-8),1:81
29Q208,P.S./I.S. 208,K-8,QUEENS,40.745948,-73.727456,,,10,,,,81.33333333,47.2,324,20689.27,82867.24528,0.360655738,0,K-8,4:707
29Q238,Susan B. Anthony (I.S. 238),Middle (6-8),QUEENS,40.713094,-73.780468,,,10,15,9,9,286,90,1259,21031.8,82853.24,0.257575758,1,Middle (6-8),23:1404
29Q259,Pathways College Preparatory School: An Early College School,Secondary (6-12),QUEENS,40.70646,-73.753579,,7,40,17,17,17,60.33333333,75,431,21154.35,85651.5,0.226519337,0,Secondary (6-12),10:583
29Q268,P.S./I.S. 268,K-8,QUEENS,40.707537,-73.785626,,9,10,,,,46.33333333,79.1,494,20515.01,81443.2449,0.26618705,1,K-8,3:632
29Q270,The Gordon Parks School for Inquisitive Minds (P.S./I.S 270),K-8,QUEENS,40.674831,-73.736713,,6,40,8,8,17,105,68.1,475,19626.71,87056.68627,0.358730159,0,K-8,4:753
29Q283,Preparatory Academy for Writers: A College Board School,Secondary (6-12),QUEENS,40.668235,-73.756839,,,200,13,13,13,20,69.7,404,19754.35,90979.3125,0.316666667,0,Secondary (6-12),1:84
29Q289,Queens United Middle School,Middle (6-8),QUEENS,40.673069,-73.743173,,,100,0,0,0,54,74.5,152,23442.93,61390.875,0.098765432,0,Middle (6-8),5:204
29Q295,P.S./I.S. 295,K-8,QUEENS,40.720619,-73.731997,,5,10,,,,53.66666667,78.2,372,23868.18,88063.70732,0.527950311,0,K-8,3:496
29Q327,Eagle Academy for Young Men III,Secondary (6-12),QUEENS,40.691712,-73.778923,,,10,0,14,14,43.33333333,73.6,382,21301.83,82664,0.146153846,0,Secondary (6-12),2:177
29Q355,Collaborative Arts Middle School,Middle (6-8),QUEENS,40.664597,-73.758748,,1,,15,0,8,94.33333333,78.7,235,24396.11,93497.78261,0.127208481,0,Middle (6-8),6:305
29Q356,Community Voices Middle School,Middle (6-8),QUEENS,40.664597,-73.758748,,2,,0,17,0,94,73.2,215,24027.07,87459.41667,0.113475177,0,Middle (6-8),3:151
32K045,Horace E. Greene (P.S./I.S. 45K),K-8,BROOKLYN,40.686746,-73.910693,,2,20,63,38,13,55,83.4,524,23086.43,84933.96,0.272727273,0,K-8,1:227
32K162,Willoughby School (J.H.S. 162),Middle (6-8),BROOKLYN,40.707229,-73.919805,,1,20,20,10,0,112.6666667,90.3,325,27309.55,66580.8011,0.218934911,3,Middle (6-8),7:360
32K347,School of Humanities (I.S. 347),Middle (6-8),BROOKLYN,40.70069,-73.927481,,,200,0,0,0,98.66666667,95,295,27694.64,91717.03846,0.125,1,Middle (6-8),1:78
32K349,"Math, Science & Technology (I.S. 349)",Middle (6-8),BROOKLYN,40.70069,-73.927481,,3,200,33,33,22,98.33333333,95,303,26233.04,97607.14286,0.233898305,1,Middle (6-8),7:310
32K377,Alejandrina Benitez de Gautier School (P.S. 377),K-8,BROOKLYN,40.694018,-73.915263,,,10,,,,36.33333333,93.7,277,36962.11,46729.72603,0.064220183,0,K-8,2:315
32K383,Philippa Schuyler (J.H.S. 383),Middle (6-8),BROOKLYN,40.697781,-73.919777,,,20,9,14,14,252.3333333,83.5,726,20850.38,82978.61667,0.441215324,1,Middle (6-8),12:871
32K554,All City Leadership Secondary School,Secondary (6-12),BROOKLYN,40.69737,-73.913171,,2,10,0,0,0,39.66666667,85.7,371,17677.32,93317.44444,0.924369748,1,Secondary (6-12),2:145
15K497,Boerum Hill School for International Studies,Secondary (6-12),BROOKLYN,40.685419,-73.993351,,,100,0,7,0,101.6666667,58.1,358,20076.8,84994.74468,0.485245902,0,Secondary (6-12),3:158
32K562,The Evergreen Middle School for Urban Exploration,Middle (6-8),BROOKLYN,40.688387,-73.910276,,,50,13,7,7,75,91.5,309,24978.35,73365.27778,0.155555556,1,Middle (6-8),7:342
04M007,Samuel Stern (P.S./M.S. 7),K-8,MANHATTAN,40.801007,-73.939349,,,100,0,0,0,39.66666667,91.9,305,24015.6,111813.2258,0.067226891,1,K-8,2:357
04M012,Talented and Gifted School for Young Scholars,K-8,MANHATTAN,40.79307,-73.942303,,,100,,,,54,40.9,226,16425.28,76014.53441,0.975308642,1,K-8,2:587
04M057,James Weldon Johnson Leadership Academy,K-8,MANHATTAN,40.797577,-73.94128,,2,100,,,,85.66666667,89.5,687,22814.19,75258.53623,0.13618677,0,K-8,2:409
04M072,The Lexington Academy,K-8,MANHATTAN,40.791179,-73.947776,,,100,0,0,0,70,91.3,537,25661.11,83140.44643,0.171428571,2,K-8,1:155
04M096,Joseph Lanzetta School (P.S./M.S. 96),K-8,MANHATTAN,40.800256,-73.937558,,3,100,10,20,0,48,95,360,28867.27,82662.47727,0.152777778,0,K-8,5:397
04M108,School of Authors (P.S./M.S. 108 ),K-8,MANHATTAN,40.795146,-73.948368,,,100,17,17,17,63.66666667,89.6,392,29548.06,94444.44186,0.178010471,1,K-8,1:452
04M171,Patrick Henry Preparatory School (PS/IS 171),K-8,MANHATTAN,40.792122,-73.951961,,,100,,,,86.33333333,69.7,481,21058.57,98878.57143,0.691119691,1,K-8,1:725
04M206,Jose Celso Barbosa (P.S./M.S. 206),K-8,MANHATTAN,40.797467,-73.930868,,,100,21,25,21,40.33333333,84.6,398,38199.37,83042.875,0.123966942,0,K-8,1:473
